"","Source","Target"
"1","103086862","104179078"
"2","103341932","104179078"
"3","104177006","103344004"
"4","103086679","103088934"
"5","103341749","103344004"
"6","104176823","104179078"
"7","103086860","103088934"
"8","103341930","103088934"
"9","104177004","103344004"
"10","103086858","104179077"
"11","103341928","104179077"
"12","104177002","104179077"
"13","103086464","103492162"
"14","103341534","69503054"
"15","104176608","103336862"
"16","103086677","59214165"
"17","103341747","71485735"
"18","104176821","92445623"
"19","103081868","103344003"
"20","103336938","104172337"
"21","103492237","94197228"
"22","104172012","62955558"
"23","59211858","86680048"
"24","59659707","59211828"
"25","61579108","69500352"
"26","61687326","61579097"
"27","61775218","59659635"
"28","62955569","64912724"
"29","64910343","92251875"
"30","64977835","88671578"
"31","65797663","86680046"
"32","65983238","65985629"
"33","67690609","62955538"
"34","69500363","88671643"
"35","71483028","61687326"
"36","78890071","61774510"
"37","80127809","61775187"
"38","86680200","65800156"
"39","88625003","65983205"
"40","88671654","59211825"
"41","92251950","88625079"
"42","92445547","88671502"
"43","94197382","67690576"
"44","104172335","103081868"
"45","104172334","65797663"
"46","104172333","104172334"
"47","104181501","64980469"
"48","104180806","78889919"
"49","104180806","94197307"
"50","103082079","104172012"
"51","103082080","92251796"
"52","103337149","86680200"
"53","103337150","94197371"
"54","103492448","78890060"
"55","103492449","61775207"
"56","104172223","88625078"
"57","104172224","103081716"
"58","103336059","104180806"
"59","103336059","61687315"
"60","104171133","67690579"
"61","104171133","92445699"
"62","103343764","103501521"
"63","104178838","59659639"
"64","103343763","78889995"
"65","103343767","61686616"
"66","104178837","64977805"
"67","104178841","64910310"
"68","103343762","103343763"
"69","103343766","65797632"
"70","103343766","64977802"
"71","104178836","104171937"
"72","104178840","104171936"
"73","104178840","104178841"
"74","103343761","61687296"
"75","103343761","64910343"
"76","104178835","104178839"
"77","104178835","103336787"
"78","104170589","103336927"
"79","104172260","104181187"
"80","103339701","61581805"
"81","104174775","103082080"
"82","104172258","103082438"
"83","103340786","103337150"
"84","104175860","71482997"
"85","104172259","62955569"
"86","104172257","103343330"
"87","104172257","92251798"
"88","104170307","103337533"
"89","104172256","103492450"
"90","103349607","67690578"
"91","104184681","104185298"
"92","72765447","104172152"
"93","104172372","104170308"
"94","104179767","103081717"
"95","104173520","103336267"
"96","104172371","67690598"
"97","104172371","61579078"
"98","104174767","92251950"
"99","104172370","104172335"
"100","104173344","104172256"
"101","104173873","103082008"
"102","104180820","104171858"
"103","103082078","103337151"
"104","103337148","88625154"
"105","103492447","69500363"
"106","104172222","86680125"
"107","104184816","64910312"
"108","104184484","104179768"
"109","104185300","94203598"
"110","103081027","104184558"
"111","103336097","104171137"
"112","104171171","104175860"
"113","104171543","103495457"
"114","103337412","104172373"
"115","104172486","104172257"
"116","103081026","92251799"
"117","103336096","92445547"
"118","104171170","92252547"
"119","104171537","104172225"
"120","104171537","103492226"
"121","104184683","67693267"
"122","104184927","64980470"
"123","104171538","103081026"
"124","104172367","103492833"
"125","104173196","104184927"
"126","104173196","59667457"
"127","104179516","103492161"
"128","104185255","103343765"
"129","104185301","92251874"
"130","104172300","104171542"
"131","104179048","104172368"
"132","104180786","104177008"
"133","104184677","103088079"
"134","104171623","104179048"
"135","104172255","103083003"
"136","104177076","104179141"
"137","104184489","65983238"
"138","104171539","71482998"
"139","104171539","94197306"
"140","104173146","103081714"
"141","104178160","103492237"
"142","104184873","104171172"
"143","103081025","104178838"
"144","103081025","104171169"
"145","103334997","104172255"
"146","103336095","104185300"
"147","103336095","103336863"
"148","104170071","104175666"
"149","104171169","92445701"
"150","104171169","104171538"
"151","104176650","88671500"
"152","104176650","88681101"
"153","104178524","103081793"
"154","103081024","103343767"
"155","103336094","104173344"
"156","103336138","104175860"
"157","104170420","104178836"
"158","104171168","104179516"
"159","104171212","104185256"
"160","104172254","103337413"
"161","104172299","104180786"
"162","104172743","78896469"
"163","104172762","103493372"
"164","104173679","103089662"
"165","104173679","88678051"
"166","104173679","103082078"
"167","104173679","103088260"
"168","104174071","71483028"
"169","104174081","103336097"
"170","104174081","103337078"
"171","104175922","104172223"
"172","104176649","80127960"
"173","104177007","104178223"
"174","104177829","104171170"
"175","104178523","92258166"
"176","104181765","65985628"
"177","104184858","104184849"
"178","104184871","103082081"
"179","104184871","88618606"
"180","104184886","104181501"
"181","104184893","104184871"
"182","104184928","80127885"
"183","104184979","104172299"
"184","104185337","64910313"
"185","103344244","104185335"
"186","104179318","104177947"
"187","104179909","103337533"
"188","103334816","103342873"
"189","104169890","86681336"
"190","104176401","103334816"
"191","103336137","59667458"
"192","104171211","88677870"
"193","104184481","103081030"
"194","103336136","65983207"
"195","103337223","104177202"
"196","104171210","61775188"
"197","104171533","92261053"
"198","104171533","62955539"
"199","104172297","103343762"
"200","104172297","104177779"
"201","103336135","104174775"
"202","104171209","104172371"
"203","104172475","65800155"
"204","104176397","103349331"
"205","103344243","69500333"
"206","104179317","104179460"
"207","104171534","92439150"
"208","103343719","103492085"
"209","103343719","104180811"
"210","104178793","104178517"
"211","104178793","104181765"
"212","104172365","72765446"
"213","104173519","59659681"
"214","103336000","103081027"
"215","103336109","104184421"
"216","103336109","104179523"
"217","103336461","88625003"
"218","104171074","104177584"
"219","104171183","80127961"
"220","104171183","61774509"
"221","104171535","103336453"
"222","104171535","104171074"
"223","104176393","104175782"
"224","103336121","103082464"
"225","103337705","88671654"
"226","103343702","65797630"
"227","104171195","104184994"
"228","104171298","103334976"
"229","104172366","104171298"
"230","104172366","104175782"
"231","104172366","104184816"
"232","104172779","104177265"
"233","104177571","103336094"
"234","104178522","94198518"
"235","104178776","104171622"
"236","104178787","104184405"
"237","104185285","86680124"
"238","103335995","103337225"
"239","103336129","80127963"
"240","103336455","103349941"
"241","103336455","103336095"
"242","103343700","103336109"
"243","103346021","103343702"
"244","103346870","104171133"
"245","104171069","104172260"
"246","104171203","104171183"
"247","104171203","104172258"
"248","104171529","61687293"
"249","104171529","104175954"
"250","104174097","104184682"
"251","104178774","104178160"
"252","104179808","59211827"
"253","104181095","103346408"
"254","104181944","104171203"
"255","104184505","104171860"
"256","103081023","103337686"
"257","103335011","103346870"
"258","103336093","104172779"
"259","103336113","104172333"
"260","103336128","103349852"
"261","104170085","104171543"
"262","104171167","104177665"
"263","104171187","104184878"
"264","104171202","104181055"
"265","104171620","103344003"
"266","104171620","104174081"
"267","104184926","88671503"
"268","103335997","104171537"
"269","103336051","61579077"
"270","103336139","104175922"
"271","103336456","103336137"
"272","103337222","94206485"
"273","103343650","104175920"
"274","103345030","104170594"
"275","104171071","103349413"
"276","104171125","62955536"
"277","104171125","103340786"
"278","104171213","94197230"
"279","104171530","104184886"
"280","104172296","104170411"
"281","104172296","59211847"
"282","104178724","103343719"
"283","104180104","104171527"
"284","103081022","104185015"
"285","103335102","103336136"
"286","103335998","78889996"
"287","103336091","104185255"
"288","103336091","92251939"
"289","103336092","104172779"
"290","103336112","104184980"
"291","103337286","103338030"
"292","103339700","103337508"
"293","103349427","104172360"
"294","103491391","59214166"
"295","104170176","103336455"
"296","104171072","103335995"
"297","104171165","103336092"
"298","104171165","104176397"
"299","104171166","103343712"
"300","104171186","103343702"
"301","104172360","104172743"
"302","104174068","103342873"
"303","104174774","104179171"
"304","104184434","104174767"
"305","104184501","104171622"
"306","104185350","103344244"
"307","104185350","94197382"
"308","104185350","103336096"
"309","103335008","104179059"
"310","103335973","103337148"
"311","103335973","104172607"
"312","103335973","103081022"
"313","103336108","103082438"
"314","103336108","104171214"
"315","103336108","104177668"
"316","103336108","104184979"
"317","103338224","103336052"
"318","103339698","103335337"
"319","103343649","104184684"
"320","104170082","104184779"
"321","104171047","104177947"
"322","104171047","103336460"
