"","Source","Target"
"1","103086862","104179078"
"2","103341932","103344004"
"3","104177006","104179078"
"4","103086679","103088934"
"5","103341749","103344004"
"6","104176823","103088934"
"7","103086860","103088934"
"8","103341930","104179078"
"9","104177004","103344004"
"10","103086858","104179077"
"11","103341928","103088933"
"12","104177002","103344003"
"13","103086464","65800155"
"14","103341534","104171937"
"15","104176608","104171936"
"16","103086677","88625078"
"17","103341747","103336862"
"18","104176821","86680124"
"19","103081868","86680049"
"20","103336938","61775188"
"21","103492237","94203598"
"22","104172012","65797652"
"23","59211858","64980470"
"24","59659707","94197306"
"25","61579108","61775207"
"26","61687326","86680046"
"27","61775218","64910313"
"28","62955569","65797663"
"29","64910343","59659681"
"30","64977835","80127820"
"31","65797663","88625003"
"32","65983238","78890071"
"33","67690609","62955558"
"34","69500363","59211827"
"35","71483028","103492162"
"36","78890071","65983207"
"37","80127809","88625014"
"38","86680200","64910312"
"39","88625003","71482998"
"40","88671654","64912724"
"41","92251950","88677870"
"42","92445547","104172001"
"43","94197382","103492161"
"44","104172335","62957918"
"45","104172334","103081714"
"46","104172333","59214166"
"47","104181501","88625154"
"48","104180806","64977804"
"49","104180806","104171860"
"50","103082079","104178223"
"51","103082080","59659641"
"52","103337149","78896288"
"53","103337150","92251796"
"54","103492448","61579097"
"55","103492449","92251798"
"56","104172223","71482997"
"57","104172224","64977824"
"58","103336059","103081716"
"59","103336059","103336267"
"60","104171133","86680200"
"61","104171133","104181501"
"62","103343764","59667458"
"63","104178838","103343768"
"64","103343763","104171341"
"65","103343767","103082081"
"66","104178837","80127809"
"67","104178841","61687293"
"68","103343762","103337150"
"69","103343766","104170411"
"70","103343766","104172223"
"71","104178836","94197231"
"72","104178840","92445698"
"73","104178840","94197230"
"74","103343761","103336927"
"75","103343761","65983208"
"76","104178835","59211825"
"77","104178835","86686416"
"78","104170589","104172334"
"79","104172260","88625155"
"80","103339701","67690598"
"81","104174775","88671502"
"82","104172258","88681101"
"83","103340786","103081792"
"84","104175860","65797632"
"85","104172259","103082008"
"86","104172257","104171861"
"87","104172257","64977802"
"88","104170307","103349327"
"89","104172256","103336938"
"90","103349607","104181187"
"91","104184681","80127885"
"92","72765447","103349608"
"93","104172372","94203779"
"94","104179767","103339701"
"95","104173520","88618606"
"96","104172371","104179806"
"97","104172371","65797630"
"98","104174767","103492448"
"99","104172370","103082463"
"100","104173344","103336784"
"101","104173873","104172258"
"102","104180820","67690576"
"103","103082078","92445699"
"104","103337148","92445622"
"105","103492447","103343763"
"106","104172222","62955539"
"107","104184816","104179419"
"108","104184484","88671503"
"109","104185300","103492086"
"110","103081027","104177678"
"111","103336097","104170308"
"112","104171171","64980469"
"113","104171543","104172371"
"114","103337412","104173520"
"115","104172486","104180811"
"116","103081026","86680048"
"117","103336096","67693267"
"118","104171170","103343763"
"119","104171537","104172259"
"120","104171537","104172225"
"121","104184683","94197371"
"122","104184927","94197228"
"123","104171538","65985628"
"124","104172367","104174769"
"125","104173196","104175666"
"126","104173196","103492085"
"127","104179516","104185298"
"128","104185255","61579078"
"129","104185301","65983205"
"130","104172300","104172337"
"131","104179048","92251939"
"132","104180786","103081717"
"133","104184677","72765446"
"134","104171623","104178404"
"135","104172255","104179077"
"136","104177076","103492083"
"137","104184489","103337151"
"138","104171539","104172486"
"139","104171539","61687296"
"140","104173146","69500363"
"141","104178160","103082080"
"142","104184873","104174080"
"143","103081025","103336095"
"144","103081025","104171133"
"145","103334997","103343766"
"146","103336095","103082438"
"147","103336095","103337534"
"148","104170071","104179460"
"149","104171169","103336100"
"150","104171169","104177076"
"151","104176650","86680189"
"152","104176650","104170070"
"153","104178524","104178841"
"154","103081024","62955536"
"155","103336094","104170420"
"156","103336138","103081793"
"157","104170420","88625157"
"158","104171168","94198518"
"159","104171212","104170071"
"160","104172254","67693266"
"161","104172299","104171543"
"162","104172743","104185337"
"163","104172762","88625079"
"164","104173679","104174080"
"165","104173679","104174099"
"166","104173679","103337533"
"167","104173679","104178517"
"168","104174071","104172299"
"169","104174081","104181765"
"170","104174081","104172367"
"171","104175922","103082078"
"172","104176649","104173347"
"173","104177007","104171307"
"174","104177829","104172301"
"175","104178523","103082704"
"176","104181765","62955538"
"177","104184858","104174165"
"178","104184871","103089662"
"179","104184871","104171168"
"180","104184886","104172373"
