"","Source","Target"
"1","103086862","104179078"
"2","103341932","103088934"
"3","104177006","104179078"
"4","103086679","103344004"
"5","103341749","103344004"
"6","104176823","103344004"
"7","103086860","104179078"
"8","103341930","103088934"
"9","104177004","103088934"
"10","103086858","104179077"
"11","103341928","103344003"
"12","104177002","103344003"
"13","103086464","59214165"
"14","103341534","65985629"
"15","104176608","64912725"
"16","103086677","69503055"
"17","103341747","103336862"
"18","104176821","67693266"
"19","103081868","88625157"
"20","103336938","67690609"
"21","103492237","59659635"
"22","104172012","59211825"
"23","59211858","59659681"
"24","59659707","61579078"
"25","61579108","88618787"
"26","61687326","71483028"
"27","61775218","92258166"
"28","62955569","65797630"
"29","64910343","64910332"
"30","64977835","103344003"
"31","65797663","64910313"
"32","65983238","59211827"
"33","67690609","64980469"
"34","69500363","65800155"
"35","71483028","92251939"
"36","78890071","80127885"
"37","80127809","78890060"
"38","86680200","94197382"
"39","88625003","103492162"
"40","88671654","59667457"
"41","92251950","88625003"
"42","92445547","80121592"
"43","94197382","71485735"
"44","104172335","62955569"
"45","104172334","103343149"
"46","104172333","80127960"
"47","104181501","65797632"
"48","104180806","104171937"
"49","104180806","104178223"
"50","103082079","88671643"
"51","103082080","61774509"
"52","103337149","88625079"
"53","103337150","88671500"
"54","103492448","103337149"
"55","103492449","86680200"
"56","104172223","103088933"
"57","104172224","92445558"
"58","103336059","62955558"
"59","103336059","94197307"
"60","104171133","71482995"
"61","104171133","103337151"
"62","103343764","104179077"
"63","104178838","64977802"
"64","103343763","103336267"
"65","103343767","104171858"
"66","104178837","103335337"
"67","104178841","104172012"
"68","103343762","103336927"
"69","103343766","103343764"
"70","103343766","61775207"
"71","104178836","65797652"
"72","104178840","92251796"
"73","104178840","103492085"
"74","103343761","65797633"
"75","103343761","103492226"
"76","104178835","80127809"
"77","104178835","61687295"
"78","104170589","88625154"
"79","104172260","67690576"
"80","103339701","92445698"
"81","104174775","65800156"
"82","104172258","69500363"
"83","103340786","88618606"
"84","104175860","103492161"
"85","104172259","104172225"
"86","104172257","104174775"
"87","104172257","92261053"
"88","104170307","94197230"
"89","104172256","103492450"
"90","103349607","94197371"
"91","104184681","103337151"
"92","72765447","61686617"
"93","104172372","71483017"
"94","104179767","61775218"
"95","104173520","103492086"
"96","104172371","65983227"
