"","Source","Target"
"1","103086862","103088934"
"2","103341932","103088934"
"3","104177006","103088934"
"4","103086679","103344004"
"5","103341749","103344004"
"6","104176823","104179078"
"7","103086860","104179078"
"8","103341930","104179078"
"9","104177004","103344004"
"10","103086858","103344003"
"11","103341928","103088933"
"12","104177002","103088933"
"13","103086464","67693267"
"14","103341534","94197307"
"15","104176608","103492161"
"16","103086677","88671579"
"17","103341747","104171937"
"18","104176821","64980470"
"19","103081868","64910313"
"20","103336938","103081793"
"21","103492237","62955536"
"22","104172012","65983207"
"23","59211858","92445701"
"24","59659707","103501521"
"25","61579108","65797632"
"26","61687326","103492162"
"27","61775218","103081857"
"28","62955569","103088079"
"29","64910343","64977824"
"30","64977835","64980469"
"31","65797663","94197230"
"32","65983238","69500333"
"33","67690609","59659635"
"34","69500363","104179077"
"35","71483028","86680189"
"36","78890071","86680049"
"37","80127809","88671654"
"38","86680200","59211825"
"39","88625003","64910343"
"40","88671654","61774510"
"41","92251950","65983227"
"42","92445547","61581805"
"43","94197382","92445623"
"44","104172335","62957917"
"45","104172334","104171860"
"46","104172333","103492086"
"47","104181501","86680125"
"48","104180806","62955569"
"49","104180806","61579075"
"50","103082079","59659707"
"51","103082080","61579077"
"52","103337149","61775187"
"53","103337150","94197228"
"54","103492448","92445547"
"55","103492449","104181501"
"56","104172223","88625003"
"57","104172224","67690578"
"58","103336059","104171137"
"59","103336059","88618787"
"60","104171133","94197231"
"61","104171133","61687296"
"62","103343764","92445698"
"63","104178838","64977802"
"64","103343763","103082079"
"65","103343767","59667457"
"66","104178837","62955539"
"67","104178841","104180806"
"68","103343762","103336267"
"69","103343766","65985628"
"70","103343766","59667458"
"71","104178836","88625078"
"72","104178840","104179806"
"73","104178840","61579078"
"74","103343761","92251875"
"75","103343761","92445558"
"76","104178835","86680048"
"77","104178835","67693266"
"78","104170589","103492083"
"79","104172260","88625079"
"80","103339701","64912724"
"81","104174775","103339701"
"82","104172258","86686416"
"83","103340786","67690598"
"84","104175860","62955558"
"85","104172259","104177947"
"86","104172257","103343765"
"87","104172257","104172152"
"88","104170307","61579097"
"89","104172256","61775218"
"90","103349607","72765446"
"91","104184681","104172225"
"92","72765447","104179768"
"93","104172372","61686616"
"94","104179767","104179077"
"95","104173520","103082438"
"96","104172371","78890060"
"97","104172371","103349327"
"98","104174767","92439331"
"99","104172370","103495457"
"100","104173344","103336784"
