"","Source","Target"
"1","103086862","103088934"
"2","103341932","103088934"
"3","104177006","103344004"
"4","103086679","103088934"
"5","103341749","104179078"
"6","104176823","104179078"
"7","103086860","104179078"
"8","103341930","103344004"
"9","104177004","103344004"
"10","103086858","104179077"
"11","103341928","103088933"
"12","104177002","103344003"
"13","103086464","103081792"
"14","103341534","69503055"
"15","104176608","92251875"
"16","103086677","61686616"
"17","103341747","78889995"
"18","104176821","92445623"
"19","103081868","64910343"
"20","103336938","78889919"
"21","103492237","71482997"
"22","104172012","64977804"
"23","59211858","86680125"
"24","59659707","64977802"
"25","61579108","104171860"
"26","61687326","59659681"
"27","61775218","103088933"
"28","62955569","104171936"
"29","64910343","88671654"
"30","64977835","61581805"
"31","65797663","94197306"
"32","65983238","78889917"
"33","67690609","64977835"
"34","69500363","61775185"
"35","71483028","92445547"
"36","78890071","69500333"
"37","80127809","92251874"
"38","86680200","59211858"
"39","88625003","94197231"
"40","88671654","88671502"
"41","92251950","59211825"
"42","92445547","67693267"
"43","94197382","62955538"
"44","104172335","64910313"
"45","104172334","61687295"
"46","104172333","103081868"
"47","104181501","104171861"
"48","104180806","88671503"
"49","104180806","86680189"
"50","103082079","103342873"
"51","103082080","103342873"
"52","103337149","103336267"
"53","103337150","103081714"
"54","103492448","104171137"
"55","103492449","59214165"
"56","104172223","104178223"
"57","104172224","80127884"
"58","103336059","88671579"
"59","103336059","61775188"
"60","104171133","59659639"
"61","104171133","78889996"
"62","103343764","103492237"
"63","104178838","61774509"
"64","103343763","104172224"
"65","103343767","65797633"
"66","104178837","64912725"
"67","104178841","104178837"
"68","103343762","104171133"
"69","103343766","64977805"
"70","103343766","104172335"
"71","104178836","61579108"
"72","104178840","88671578"
"73","104178840","80127809"
"74","103343761","103337151"
"75","103343761","103335337"
"76","104178835","61579097"
"77","104178835","88625078"
"78","104170589","103336786"
"79","104172260","103343149"
"80","103339701","65983207"
"81","104174775","103343762"
"82","104172258","103336862"
"83","103340786","103343764"
"84","104175860","103492085"
"85","104172259","65797632"
"86","104172257","92439331"
"87","104172257","103492833"
"88","104170307","103492449"
"89","104172256","104172223"
"90","103349607","88677870"
"91","104184681","59667457"
"92","72765447","103343766"
"93","104172372","104173347"
"94","104179767","71483028"
"95","104173520","59214166"
"96","104172371","104172256"
"97","104172371","67690579"
"98","104174767","103081857"
"99","104172370","103337149"
"100","104173344","65797630"
