"","Source","Target"
"1","103086862","103088934"
"2","103341932","103088934"
"3","104177006","103088934"
"4","103086679","104179078"
"5","103341749","103344004"
"6","104176823","104179078"
"7","103086860","104179078"
"8","103341930","103344004"
"9","104177004","103344004"
"10","103086858","103344003"
"11","103341928","104179077"
"12","104177002","103088933"
"13","103086464","78889996"
"14","103341534","59214165"
"15","104176608","61581805"
"16","103086677","94197306"
"17","103341747","64912725"
"18","104176821","61686616"
"19","103081868","61687326"
"20","103336938","64977824"
"21","103492237","94197228"
"22","104172012","65800155"
"23","59211858","92258166"
"24","59659707","88671503"
"25","61579108","92251874"
"26","61687326","103336787"
"27","61775218","59659707"
"28","62955569","78889919"
"29","64910343","94197371"
"30","64977835","71485735"
"31","65797663","103343149"
"32","65983238","103492086"
"33","67690609","103088933"
"34","69500363","88671579"
"35","71483028","103336938"
"36","78890071","88625155"
"37","80127809","88677870"
"38","86680200","59667458"
"39","88625003","92445701"
"40","88671654","104171861"
"41","92251950","80127809"
"42","92445547","65985628"
"43","94197382","59659635"
"44","104172335","104178223"
"45","104172334","104171858"
"46","104172333","62955569"
"47","104181501","61775207"
"48","104180806","71483017"
"49","104180806","61774510"
"50","103082079","92251799"
"51","103082080","88625078"
"52","103337149","64910332"
"53","103337150","92445698"
"54","103492448","67690578"
"55","103492449","94197231"
"56","104172223","104171137"
"57","104172224","69503055"
"58","103336059","92439331"
"59","103336059","104172012"
"60","104171133","104171860"
"61","104171133","103336784"
"62","103343764","104178839"
"63","104178838","88625079"
"64","103343763","69503054"
"65","103343767","65983208"
"66","104178837","59667457"
"67","104178841","94197307"
"68","103343762","86686416"
"69","103343766","103492450"
"70","103343766","69500330"
"71","104178836","103336786"
"72","104178840","67690609"
"73","104178840","104172337"
"74","103343761","103343762"
"75","103343761","88671654"
"76","104178835","78889917"
"77","104178835","104171133"
"78","104170589","104172225"
"79","104172260","104172335"
"80","103339701","104177947"
"81","104174775","80127820"
"82","104172258","103492226"
"83","103340786","103082080"
"84","104175860","59211858"
"85","104172259","104181482"
"86","104172257","104172224"
"87","104172257","71482998"
"88","104170307","88625154"
"89","104172256","103081792"
"90","103349607","88678051"
"91","104184681","61775188"
"92","72765447","88671502"
"93","104172372","78889920"
"94","104179767","103081793"
"95","104173520","104178836"
"96","104172371","86680189"
"97","104172371","103081714"
"98","104174767","104181187"
"99","104172370","62955539"
"100","104173344","104172373"
