"","Source","Target"
"1","103086862","104179078"
"2","103341932","104179078"
"3","104177006","103088934"
"4","103086679","104179078"
"5","103341749","103344004"
"6","104176823","103344004"
"7","103086860","103088934"
"8","103341930","103344004"
"9","104177004","103088934"
"10","103086858","103344003"
"11","103341928","103088933"
"12","104177002","103344003"
"13","103086464","69503054"
"14","103341534","92445623"
"15","104176608","86680125"
"16","103086677","59667457"
"17","103341747","103336863"
"18","104176821","78889996"
"19","103081868","67690576"
"20","103336938","103088079"
"21","103492237","61579078"
"22","104172012","65985628"
"23","59211858","80127963"
"24","59659707","88671502"
"25","61579108","104171860"
"26","61687326","65985629"
"27","61775218","88671643"
"28","62955569","71482995"
"29","64910343","69500332"
"30","64977835","61775188"
"31","65797663","64980469"
"32","65983238","104171858"
"33","67690609","94197230"
"34","69500363","88625154"
"35","71483028","103492162"
"36","78890071","92251799"
"37","80127809","92251798"
"38","86680200","59211825"
"39","88625003","59211828"
"40","88671654","104172001"
"41","92251950","78896288"
"42","92445547","67690579"
"43","94197382","59211847"
"44","104172335","67690598"
"45","104172334","94203598"
"46","104172333","94197371"
"47","104181501","59659707"
"48","104180806","78890071"
"49","104180806","103492161"
"50","103082079","61686617"
"51","103082080","88625155"
"52","103337149","92445699"
"53","103337150","94197306"
"54","103492448","103336786"
"55","103492449","104178223"
"56","104172223","61579097"
"57","104172224","92251796"
"58","103336059","92445698"
"59","103336059","64910332"
"60","104171133","61687296"
"61","104171133","65983238"
"62","103343764","61581805"
"63","104178838","78889917"
"64","103343763","65797633"
"65","103343767","104179806"
"66","104178837","103337149"
"67","104178841","59659681"
"68","103343762","88671503"
"69","103343766","59667458"
"70","103343766","103335337"
"71","104178836","103343763"
"72","104178840","65797652"
"73","104178840","86680049"
"74","103343761","103337150"
"75","103343761","64977824"
"76","104178835","61687295"
"77","104178835","103336059"
"78","104170589","103501521"
"79","104172260","88625014"
"80","103339701","69503055"
"81","104174775","62957918"
"82","104172258","103343763"
"83","103340786","61774510"
"84","104175860","103337508"
"85","104172259","104178838"
"86","104172257","61579075"
"87","104172257","62955558"
"88","104170307","80121411"
"89","104172256","103088933"
"90","103349607","103081792"
"91","104184681","88618606"
"92","72765447","88671654"
"93","104172372","103340786"
"94","104179767","104179077"
"95","104173520","104175666"
"96","104172371","92445622"
"97","104172371","72765446"
"98","104174767","86680124"
"99","104172370","94197228"
"100","104173344","103349327"
"101","104173873","92258347"
"102","104180820","104172373"
"103","103082078","104172371"
"104","103337148","103081868"
"105","103492447","103492083"
"106","104172222","80121592"
"107","104184816","103492237"
"108","104184484","94197979"
"109","104185300","92251875"
"110","103081027","104184816"
"111","103336097","104172261"
"112","104171171","103336938"
"113","104171543","104173496"
"114","103337412","61775187"
"115","104172486","103336784"
"116","103081026","67690578"
"117","103336096","104172848"
"118","104171170","103343330"
"119","104171537","104177953"
"120","104171537","104174767"
"121","104184683","71482997"
"122","104184927","59211827"
"123","104171538","104171937"
"124","104172367","104171936"
"125","104173196","104172257"
"126","104173196","104171133"
"127","104179516","103343149"
"128","104185255","80127885"
"129","104185301","104172259"
"130","104172300","80127961"
"131","104179048","104174775"
"132","104180786","88672790"
"133","104184677","104178894"
"134","104171623","104179419"
"135","104172255","103495457"
"136","104177076","61775207"
"137","104184489","86680189"
"138","104171539","104170594"
"139","104171539","104179059"
"140","104173146","88681101"
"141","104178160","103339701"
"142","104184873","86680046"
"143","103081025","103492449"
"144","103081025","104170411"
"145","103334997","80127884"
"146","103336095","88625003"
"147","103336095","103492448"
"148","104170071","104171543"
"149","104171169","103337413"
"150","104171169","104173873"
"151","104176650","104172255"
"152","104176650","65800156"
"153","104178524","94206485"
"154","103081024","61687293"
"155","103336094","103081793"
"156","103336138","104181766"
"157","104170420","92445558"
"158","104171168","103344732"
"159","104171212","104171624"
"160","104172254","103336097"
"161","104172299","61775218"
"162","104172743","104171174"
"163","104172762","104176405"
"164","104173679","61686616"
"165","104173679","62957917"
"166","104173679","104171169"
"167","104173679","103343766"
"168","104174071","104184873"
"169","104174081","104180786"
"170","104174081","104171624"
"171","104175922","104185256"
"172","104176649","94197382"
"173","104177007","103082080"
"174","104177829","103081026"
"175","104178523","86680200"
"176","104181765","103334997"
"177","104184858","103344003"
"178","104184871","103336140"
"179","104184871","104177678"
"180","104184886","103338073"
"181","104184893","104178837"
"182","104184928","104175920"
"183","104184979","103337148"
"184","104185337","88678051"
"185","103344244","61775185"
"186","104179318","104171177"
"187","104179909","104184871"
"188","103334816","104179911"
"189","104169890","104172254"
"190","104176401","71483017"
"191","103336137","104178836"
"192","104171211","104184684"
"193","104184481","104175924"
"194","103336136","103336927"
"195","103337223","104185255"
"196","104171210","104173344"
"197","104171533","103492086"
"198","104171533","80127820"
"199","104172297","104173489"
"200","104172297","103081024"
"201","103336135","104176405"
"202","104171209","104172487"
"203","104172475","103082081"
"204","104176397","104179768"
"205","103344243","104171212"
"206","104179317","104174081"
"207","104171534","104174767"
"208","103343719","69500363"
"209","103343719","104172260"
"210","104178793","65983227"
"211","104178793","103343764"
"212","104172365","103088933"
"213","104173519","69500352"
"214","103336000","92260327"
"215","103336109","104171537"
"216","103336109","94203779"
"217","103336461","104172361"
"218","104171074","94198518"
"219","104171183","104171533"
"220","104171183","104185335"
"221","104171535","61579108"
"222","104171535","104177779"
"223","104176393","104178842"
"224","103336121","103082704"
"225","103337705","104172148"
"226","103343702","65797663"
"227","104171195","104185300"
"228","104171298","104180820"
"229","104172366","104177007"
"230","104172366","86680048"
"231","104172366","104177265"
"232","104172779","104173496"
"233","104177571","104184849"
"234","104178522","104172334"
"235","104178776","103336787"
"236","104178787","103081714"
"237","104185285","103337225"
"238","103335995","103349332"
"239","103336129","104175782"
"240","103336455","104177953"
"241","103336455","103337533"
"242","103343700","103346408"
"243","103346021","103336137"
"244","103346870","103348555"
"245","104171069","59659635"
"246","104171203","104172758"
"247","104171203","103088260"
"248","104171529","104172367"
"249","104171529","104179141"
"250","104174097","103336453"
"251","104178774","88625157"
"252","104179808","62955569"
"253","104181095","104178837"
"254","104181944","104184406"
"255","104184505","104171170"
"256","103081023","103336140"
"257","103335011","103081030"
"258","103336093","104181076"
"259","103336113","103349941"
"260","103336128","69500333"
"261","104170085","92251874"
"262","104171167","103343767"
"263","104171187","104171195"
"264","104171202","104184980"
"265","104171620","104172607"
"266","104171620","103082438"
"267","104184926","80127960"
"268","103335997","104172879"
"269","103336051","103492832"
"270","103336139","104175978"
"271","103336456","80127809"
"272","103337222","59659641"
"273","103343650","103081716"
"274","103345030","104172879"
"275","104171071","103336224"
"276","104171125","67693267"
"277","104171125","104173196"
"278","104171213","104171536"
"279","104171530","64977802"
"280","104172296","104172365"
"281","104172296","103082704"
"282","104178724","104171137"
"283","104180104","104175860"
"284","103081022","104171074"
"285","103335102","103492226"
"286","103335998","103337287"
"287","103336091","104172363"
"288","103336091","104171519"
"289","103336092","104170071"
"290","103336112","104177947"
"291","103337286","104172223"
"292","103339700","104172370"
"293","103349427","104171195"
"294","103491391","104174081"
"295","104170176","103336095"
"296","104171072","104174071"
"297","104171165","103336121"
"298","104171165","103082704"
"299","104171166","103343448"
"300","104171186","103345030"
"301","104172360","103337681"
"302","104174068","103336094"
"303","104174774","104181048"
"304","104184434","104169890"
"305","104184501","104185353"
"306","104185350","104174782"
"307","104185350","104181055"
"308","104185350","104175922"
"309","103335008","92252546"
"310","103335973","104170176"
"311","103335973","103492832"
"312","103335973","103082463"
"313","103336108","104184489"
"314","103336108","104172256"
"315","103336108","104173519"
"316","103336108","65797632"
"317","103338224","103345030"
"318","103339698","104179048"
"319","103343649","104172222"
"320","104170082","104172837"
"321","104171047","103492450"
"322","104171047","103337151"
