"","Source","Target"
"1","103086862","103344004"
"2","103341932","103088934"
"3","104177006","103344004"
"4","103086679","103344004"
"5","103341749","104179078"
"6","104176823","103088934"
"7","103086860","103088934"
"8","103341930","104179078"
"9","104177004","104179078"
"10","103086858","103088933"
"11","103341928","103088933"
"12","104177002","104179077"
"13","103086464","61686616"
"14","103341534","104171936"
"15","104176608","69503055"
"16","103086677","80127885"
"17","103341747","59667457"
"18","104176821","61686617"
"19","103081868","103492162"
"20","103336938","61581804"
"21","103492237","92445699"
"22","104172012","88618787"
"23","59211858","64977805"
"24","59659707","59659641"
"25","61579108","86680048"
"26","61687326","61579075"
"27","61775218","88625157"
"28","62955569","92251874"
"29","64910343","103492226"
"30","64977835","71483017"
"31","65797663","69500330"
"32","65983238","103088079"
"33","67690609","104171937"
"34","69500363","61775188"
"35","71483028","69500352"
"36","78890071","61687293"
"37","80127809","103492086"
"38","86680200","62955558"
"39","88625003","103336927"
"40","88671654","88625155"
"41","92251950","94197228"
"42","92445547","65797632"
"43","94197382","65797630"
"44","104172335","80127884"
"45","104172334","67690598"
"46","104172333","92445547"
"47","104181501","104172335"
"48","104180806","78896288"
"49","104180806","94197307"
"50","103082079","94197306"
"51","103082080","80127809"
"52","103337149","67690576"
"53","103337150","78889920"
"54","103492448","59659681"
"55","103492449","71485735"
"56","104172223","94203598"
"57","104172224","67693267"
"58","103336059","103336863"
"59","103336059","103492085"
"60","104171133","88677870"
"61","104171133","103082079"
"62","103343764","69500333"
"63","104178838","65800156"
"64","103343763","103337150"
"65","103343767","103336787"
"66","104178837","78889917"
"67","104178841","61579097"
"68","103343762","59211847"
"69","103343766","104172012"
"70","103343766","59211825"
"71","104178836","64910312"
"72","104178840","104171341"
"73","104178840","103343767"
"74","103343761","103343766"
"75","103343761","59659639"
"76","104178835","80127960"
"77","104178835","92251799"
"78","104170589","103336784"
"79","104172260","65983205"
"80","103339701","62955569"
"81","104174775","59659707"
"82","104172258","103501521"
"83","103340786","61774509"
"84","104175860","104174775"
"85","104172259","65985628"
"86","104172257","65983227"
"87","104172257","64910313"
"88","104170307","61579108"
"89","104172256","86680124"
"90","103349607","103337078"
"91","104184681","104172261"
"92","72765447","64977802"
"93","104172372","65797663"
"94","104179767","88625014"
"95","104173520","88618606"
"96","104172371","88671654"
"97","104172371","104170594"
"98","104174767","104172256"
"99","104172370","104175860"
"100","104173344","103081793"
"101","104173873","88671578"
"102","104180820","104172372"
"103","103082078","104175860"
"104","103337148","104170594"
"105","103492447","104171861"
"106","104172222","103492448"
"107","104184816","104178223"
"108","104184484","104172371"
"109","104185300","103337508"
"110","103081027","59214165"
"111","103336097","103343763"
"112","104171171","65797633"
"113","104171543","103089662"
"114","103337412","80121592"
"115","104172486","64980470"
"116","103081026","103338030"
"117","103336096","71483028"
"118","104171170","104172582"
"119","104171537","92252547"
"120","104171537","88671503"
"121","104184683","103492449"
"122","104184927","64910310"
"123","104171538","104184816"
"124","104172367","104175924"
"125","104173196","104170308"
"126","104173196","104178839"
"127","104179516","103492237"
"128","104185255","62957917"
"129","104185301","104178517"
"130","104172300","104178838"
"131","104179048","64910332"
"132","104180786","103081717"
"133","104184677","78889996"
"134","104171623","103500816"
"135","104172255","104180811"
"136","104177076","59211858"
"137","104184489","104173104"
"138","104171539","104184683"
"139","104171539","104172372"
"140","104173146","64980469"
"141","104178160","92445622"
"142","104184873","103343764"
"143","103081025","94197371"
"144","103081025","92439331"
"145","103334997","103337533"
"146","103336095","104171543"
"147","103336095","88671502"
"148","104170071","104172301"
"149","104171169","103082438"
"150","104171169","86680200"
"151","104176650","104185301"
"152","104176650","64912725"
"153","104178524","67690579"
"154","103081024","103081025"
"155","103336094","103492083"
"156","103336138","65985629"
"157","104170420","104172224"
"158","104171168","86680125"
"159","104171212","86686597"
"160","104172254","104175666"
"161","104172299","103081714"
"162","104172743","67693266"
"163","104172762","103337534"
"164","104173679","103082704"
"165","104173679","104172337"
"166","104173679","104171519"
"167","104173679","86680046"
"168","104174071","103339701"
"169","104174081","88625154"
"170","104174081","103492450"
"171","104175922","104177008"
"172","104176649","104173344"
"173","104177007","94197978"
"174","104177829","88678051"
"175","104178523","103343762"
"176","104181765","78889995"
"177","104184858","104184489"
"178","104184871","61687326"
"179","104184871","94197978"
"180","104184886","92251875"
"181","104184893","92253086"
"182","104184928","104181764"
"183","104184979","71485736"
"184","104185337","92261053"
"185","103344244","92251796"
"186","104179318","104177947"
"187","104179909","71482995"
"188","103334816","104175978"
"189","104169890","103337412"
"190","104176401","61775185"
"191","103336137","61687295"
"192","104171211","103336938"
"193","104184481","86680189"
"194","103336136","103336094"
"195","103337223","104184882"
"196","104171210","103082080"
"197","104171533","103081868"
"198","104171533","59667458"
"199","104172297","103335337"
"200","104172297","103082078"
"201","103336135","104171519"
"202","104171209","104177008"
"203","104172475","103493372"
"204","104176397","103337508"
"205","103344243","103336136"
"206","104179317","103337148"
"207","104171534","64977835"
"208","103343719","104172255"
"209","103343719","103337508"
"210","104178793","92258347"
"211","104178793","104185298"
"212","104172365","104185352"
"213","104173519","103334816"
"214","103336000","104175920"
"215","103336109","104178841"
"216","103336109","104171133"
"217","103336461","104181766"
"218","104171074","104177224"
"219","104171183","104172152"
"220","104171183","103336137"
"221","104171535","104177668"
"222","104171535","104171858"
"223","104176393","104180820"
"224","103336121","104170412"
"225","103337705","103336097"
"226","103343702","94197231"
"227","104171195","103336862"
"228","104171298","104184882"
"229","104172366","88625078"
"230","104172366","104176401"
"231","104172366","103343768"
"232","104172779","62955536"
"233","104177571","104178404"
"234","104178522","78896469"
"235","104178776","104177779"
"236","104178787","61775207"
"237","104185285","104184487"
"238","103335995","103343763"
"239","103336129","104181059"
"240","103336455","103337413"
"241","103336455","103336096"
"242","103343700","104184849"
"243","103346021","104173519"
"244","103346870","103495457"
"245","104171069","104178524"
"246","104171203","104172586"
"247","104171203","103082081"
"248","104171529","104171210"
"249","104171529","103081154"
"250","104174097","104179059"
"251","104178774","104171212"
"252","104179808","104176326"
"253","104181095","104173489"
"254","104181944","64977804"
"255","104184505","92444411"
"256","103081023","103088933"
"257","103335011","103349413"
"258","103336093","104184871"
"259","103336113","104174769"
"260","103336128","104184927"
"261","104170085","103336103"
"262","104171167","103343330"
"263","104171187","99981832"
"264","104171202","104179318"
"265","104171620","103082438"
"266","104171620","104177076"
"267","104184926","104185337"
"268","103335997","86686416"
"269","103336051","104171214"
"270","103336139","103346870"
"271","103336456","103343149"
"272","103337222","103337401"
"273","103343650","104172334"
"274","103345030","104172257"
"275","104171071","103346408"
"276","104171125","104173347"
"277","104171125","103336111"
"278","104171213","104171537"
"279","104171530","103343372"
"280","104172296","103337225"
"281","104172296","103337223"
"282","104178724","104171126"
"283","104180104","103336135"
"284","103081022","103337705"
"285","103335102","104176649"
"286","103335998","104181048"
"287","103336091","104172743"
"288","103336091","104178705"
"289","103336092","104185288"
"290","103336112","104181501"
"291","103337286","94197979"
"292","103339700","67690609"
"293","103349427","92445558"
"294","103491391","103082081"
"295","104170176","103335011"
"296","104171072","104184405"
"297","104171165","61579077"
"298","104171165","103336460"
"299","104171166","104171298"
"300","104171186","103335343"
"301","104172360","104181055"
"302","104174068","103336052"
"303","104174774","104177171"
"304","104184434","104171529"
"305","104184501","67690578"
"306","104185350","104172363"
"307","104185350","104172183"
"308","104185350","104179460"
"309","103335008","103338073"
"310","103335973","88672790"
"311","103335973","103344003"
"312","103335973","104171072"
"313","103336108","72765447"
"314","103336108","104184926"
"315","103336108","104173496"
"316","103336108","103492832"
"317","103338224","61687296"
"318","103339698","104177678"
"319","103343649","104184421"
"320","104170082","104171535"
"321","104171047","103346870"
"322","104171047","104179911"
"323","104171047","104185355"
"324","104171182","103344449"
"325","104171182","62957918"
"326","104171182","103339700"
"327","104171182","104171538"
"328","104173298","92251939"
"329","104174772","103081792"
"330","104178723","103081027"
"331","103335996","103343650"
"332","103335996","88671643"
"333","103336120","104171214"
"334","103336120","104179142"
"335","103336120","103342873"
"336","103336457","64910343"
"337","103336457","103081026"
"338","103349851","104170071"
"339","104171070","104172607"
"340","104171070","104184873"
"341","104171194","92445701"
"342","104171194","65983208"
"343","104171194","104172373"
"344","104171531","92251950"
"345","104171531","103343372"
"346","104172364","104172607"
"347","104172585","104171209"
"348","104179422","103081154"
"349","104180807","103491392"
"350","104184676","78890071"
"351","104184925","104171208"
"352","103335975","103336453"
"353","103335975","103346021"
"354","103335975","104174774"
"355","103335975","104176405"
"356","103336196","104171187"
"357","103336319","59211827"
"358","103336327","104178774"
"359","103343651","104178840"
"360","104171049","104171530"
"361","104171049","104172755"
"362","104171049","104171307"
"363","104171049","88671579"
"364","104171270","104171623"
"365","104171393","104181055"
"366","104171401","104171623"
"367","104174138","104172298"
"368","104174164","103336111"
"369","104178725","103492447"
"370","103336099","104172848"
"371","103336335","104171539"
"372","103336343","104174081"
"373","104171173","62955539"
"374","104171198","104181765"
"375","104171409","104185353"
"376","104171417","103338224"
"377","104174067","103336461"
"378","103335970","103495138"
"379","103335970","104175978"
"380","103335970","103339936"
"381","103335991","104185015"
"382","103335993","92445698"
"383","103335999","103090905"
"384","103335999","103080270"
"385","103336119","104171623"
"386","103336119","104171622"
"387","103336119","104174080"
"388","103336193","104180233"
"389","103336351","103336335"
"390","103336359","104171195"
"391","103336367","103334976"
"392","103336375","92252546"
"393","103336451","104171536"
"394","103337411","103343765"
"395","103338120","62955538"
"396","103338423","88619373"
"397","103338423","94197382"
"398","103343665","103492832"
"399","103343718","103344393"
"400","103344392","104177584"
"401","103345922","104171069"
"402","103345979","104179419"
"403","103345979","104172476"
"404","103345979","104172758"
"405","103345979","80127961"
"406","103345979","72765446"
"407","103348547","103343651"
"408","103349364","103081024"
"409","103349806","104171049"
"410","103349818","103336457"
"411","103349947","104174067"
"412","104171044","88671500"
"413","104171044","103343651"
"414","104171044","61579078"
"415","104171065","104172475"
"416","104171067","59214166"
"417","104171073","104170176"
"418","104171073","104185255"
"419","104171193","104172848"
"420","104171193","104170411"
"421","104171193","103335340"
"422","104171267","104181482"
"423","104171425","103337286"
"424","104171433","88625079"
"425","104171441","94197230"
"426","104171449","104184682"
"427","104171525","104183628"
"428","104172485","104185350"
"429","104173174","104171401"
"430","104173194","103337684"
"431","104173210","104176326"
"432","104173223","103343448"
"433","104173497","94206485"
"434","104173497","103336120"
"435","104173497","65800155"
"436","104173497","103336059"
"437","104175025","104171417"
"438","104175028","104177076"
"439","104176396","103348555"
"440","104177236","65983207"
"441","104178219","104173196"
"442","104178739","104169890"
"443","104178792","104172837"
"444","104179466","104184405"
"445","104180996","104171066"
"446","104180996","104170589"
"447","104181053","104171186"
"448","104181053","104177571"
"449","104181053","104171185"
"450","104181053","65797652"
"451","104181053","104177638"
"452","104183621","104171205"
"453","104184438","104171860"
"454","104184490","104179516"
"455","104184490","103338225"
"456","104184880","104171168"
"457","104184892","80127820"
"458","104184892","104171531"
"459","104185021","104169978"
"460","104185348","104171535"
"461","104185349","104177953"
"462","103336090","104170924"
"463","103336090","103344003"
"464","104171164","103337222"
"465","104171164","104178724"
"466","103343673","65983238"
"467","104178747","103336375"
"468","104171513","103336451"
"469","103335098","104179141"
"470","104170172","104177632"
"471","104171756","104170412"
"472","104174137","104184878"
"473","104174137","92258166"
"474","103335800","86680049"
"475","104170874","103082438"
"476","103080264","61775218"
"477","103335009","104171171"
"478","103335009","103345058"
"479","103335334","59211828"
"480","103335334","103082463"
"481","104170083","104172259"
"482","104170083","104180820"
"483","104170408","104171125"
"484","104170408","103337774"
"485","103081361","104174138"
"486","103336118","104179523"
"487","103336431","104184677"
"488","104171192","104171822"
"489","104171505","103345040"
"490","104172756","104185300"
"491","104174141","92251798"
"492","104180893","104179077"
"493","103080807","104172408"
"494","103335285","104184558"
"495","103335285","104179048"
"496","103335877","104172755"
"497","103337706","104170059"
"498","103337706","103335991"
"499","104170359","104180104"
"500","104170359","103341767"
"501","104170359","104171185"
"502","104170359","104176614"
"503","104170359","104173146"
"504","104170359","104180121"
"505","104170951","103345058"
"506","104172780","104171533"
"507","104172780","103335996"
"508","104172780","104185256"
"509","104174168","103334984"
"510","104184397","103342121"
"511","103346876","104170176"
"512","103346876","104171066"
"513","103346876","104185349"
"514","104181950","104174958"
"515","104181950","104172360"
"516","104181950","104178602"
"517","104181950","103336109"
"518","103079913","104171534"
"519","103083199","104172487"
"520","103334983","104177584"
"521","103336216","103335011"
"522","103337687","104171065"
"523","103338269","104185064"
"524","103343207","104170420"
"525","103493568","104171183"
"526","104170057","104171417"
"527","104171290","103343669"
"528","104172761","104171519"
"529","104172761","104184676"
"530","104173343","104177781"
"531","104178281","103335850"
"532","104185333","103336055"
"533","88672986","103341767"
"534","92253282","103343718"
"535","94198714","104176392"
"536","103336117","103339094"
"537","103341960","71483108"
"538","104171191","104176987"
"539","104172570","104181095"
"540","104177034","103336100"
"541","103081053","104178787"
"542","103336123","104171187"
"543","103336123","104170408"
"544","104170001","104174957"
"545","104171197","103342121"
"546","104171197","103338272"
"547","103080801","103336431"
"548","103081046","103081361"
"549","103082303","92439150"
"550","103334799","104176396"
"551","103335871","104178601"
"552","103336116","104178739"
"553","103337373","104173873"
"554","104169873","103336119"
"555","104170945","104171624"
"556","104171190","103335999"
"557","104172447","104174001"
"558","104176395","103343649"
"559","103081016","104172755"
"560","103335968","103086251"
"561","103335968","94203779"
"562","103336086","104172153"
"563","103336190","103336129"
"564","103337509","104174081"
"565","103339099","104172370"
"566","103339099","104176146"
"567","103343453","104184406"
"568","104171042","103343207"
"569","104171042","104179767"
"570","104171160","104178894"
"571","104171160","104174164"
"572","104171264","104176650"
"573","104172583","104173146"
"574","104172583","103345047"
"575","104172618","103339094"
"576","104172618","104173497"
"577","104174064","104172364"
"578","104174173","104172366"
"579","104174173","103343713"
"580","104174180","103343700"
"581","104176330","104174080"
"582","104176330","103343702"
"583","104178527","103342707"
"584","104184497","104171267"
"585","104184497","103337079"
"586","103346875","104179466"
"587","104181949","103336431"
"588","104181949","104176145"
"589","103080804","103343712"
"590","103087091","104172447"
"591","103089964","103334997"
"592","103335874","104179806"
"593","103335974","103343447"
"594","103335974","104170874"
"595","103335974","104171532"
"596","103335994","104172364"
"597","103342161","71482997"
"598","103342161","104184661"
"599","103345033","67691017"
"600","104170948","104171183"
"601","104171048","92250321"
"602","104171048","104171756"
"603","104171048","104177644"
"604","104171068","104180996"
"605","104177235","92252546"
"606","104177235","104172608"
"607","104180107","104177953"
"608","104183659","104170070"
"609","103080893","103335970"
"610","103335963","104177571"
"611","103337562","103337561"
"612","103337562","103336343"
"613","103345970","103337537"
"614","103345970","104174180"
"615","103346880","103082463"
"616","104171037","104170082"
"617","104172636","78889919"
"618","104172636","92439917"
"619","104176325","104170070"
"620","104181044","103336063"
"621","104181044","103094344"
"622","104181954","103338269"
"623","104184364","103336786"
"624","103080888","103335329"
"625","103080899","103337373"
"626","103335958","104180107"
"627","103335965","103338423"
"628","103335969","103337686"
"629","103335969","104178894"
"630","103335969","64977824"
"631","103336181","104171193"
"632","103336187","104178283"
"633","103336187","103337687"
"634","103336454","103490650"
"635","103337285","104171290"
"636","103337560","104171449"
"637","103337560","104178792"
"638","103337560","86681336"
"639","103337560","103348554"
"640","104171032","103349331"
"641","104171039","103345040"
"642","104171043","104174772"
"643","104171043","103346875"
"644","104171043","104171298"
"645","104171255","103336121"
"646","104171261","104171047"
"647","104171261","61775187"
"648","104171528","103343649"
"649","104172359","103349332"
"650","104172634","103336359"
"651","104172634","104177202"
"652","104172634","104173520"
"653","104172634","103335285"
"654","103080765","103080904"
"655","103080803","103493571"
"656","103085814","104172583"
"657","103085814","104180806"
"658","103086889","104175782"
"659","103087424","103335991"
"660","103335835","103080281"
"661","103335873","104180273"
"662","103337579","103336095"
"663","103340884","103336455"
"664","103340884","104170001"
"665","103341959","103081111"
"666","103341959","103342873"
"667","103342494","92445623"
"668","104170909","103091811"
"669","104170947","104171049"
"670","104171489","104172618"
"671","104171489","103343528"
"672","104171754","103336456"
"673","104171754","104172779"
"674","104172653","104170083"
"675","104175958","103081361"
"676","104175958","104170874"
"677","104177033","103335351"
"678","104177033","104175782"
"679","104177568","104173381"
"680","104178534","103080893"
"681","104178535","103081384"
"682","103080805","104174727"
"683","103080890","104171393"
"684","103080890","103342161"
"685","103080890","104171527"
"686","103086247","104175958"
"687","103335875","103337560"
"688","103335960","103336197"
"689","103335960","104181187"
"690","103335960","104171126"
"691","103335960","103339106"
"692","103337221","104177644"
"693","103337555","104172361"
"694","103337555","103345974"
"695","103339651","104177632"
"696","103341317","104171542"
"697","103343663","104171525"
"698","103349288","104172153"
"699","104170949","104172222"
"700","104171034","103088870"
"701","104171034","104174796"
"702","104171034","103087639"
"703","104171034","103335868"
"704","104171621","103339067"
"705","104171621","104171425"
"706","104172295","104184670"
"707","104172295","104175666"
"708","104172629","104178517"
"709","104172629","103337537"
"710","104174725","103081028"
"711","104176391","92253282"
"712","104176391","103335835"
"713","104178737","103088298"
"714","104183611","104169892"
"715","104184362","103086889"
"716","103080272","103337705"
"717","103080759","104170947"
"718","103080906","104176401"
"719","103080906","103335975"
"720","103081382","104172879"
"721","103335342","103337537"
"722","103335829","104170408"
"723","103335976","103086015"
"724","103335976","104171194"
"725","103335976","103081048"
"726","103336107","103350180"
"727","103336107","104172779"
"728","103336452","103086251"
"729","103336452","103335963"
"730","103490641","104174168"
"731","104170416","104171169"
"732","104170903","103080264"
"733","104171050","104179014"
"734","104171050","104172294"
"735","104171050","103088593"
"736","104171181","103337285"
"737","104171181","104180104"
"738","104171526","104173196"
"739","104171526","104173127"
"740","104172835","103339094"
"741","67691015","104177640"
"742","69500784","103337774"
"743","71483455","103082303"
"744","78888433","104184484"
"745","80129447","104172611"
"746","86678562","103336439"
"747","88626641","103082264"
"748","88670016","103349423"
"749","92250312","103085814"
"750","92447185","103349941"
"751","94195745","104170359"
"752","103080774","104171441"
"753","103080797","104174137"
"754","103080806","104172366"
"755","103088592","103336181"
"756","103088592","104176325"
"757","103093470","104171043"
"758","103335844","104181808"
"759","103335844","104172756"
"760","103335867","104171290"
"761","103335876","104171622"
"762","103339654","104173299"
"763","103343662","103348537"
"764","103343662","103338983"
"765","103348539","103336216"
"766","103349336","104170172"
"767","104170918","103086001"
"768","104170918","103337511"
"769","104170941","103345033"
"770","104170950","103335960"
"771","104174728","104171195"
"772","104178736","103336439"
"773","104178736","103084613"
"774","104179896","104184501"
"775","104179896","104170055"
"776","104183613","104170951"
"777","104184410","104180996"
"778","103336050","103335992"
"779","103336191","104177265"
"780","103343701","104183611"
"781","104171124","103336105"
"782","104171265","104173497"
"783","104178775","104170001"
"784","104180269","104171069"
"785","103079736","103081022"
"786","103079736","103346870"
"787","103080756","103349288"
"788","103080778","104178775"
"789","103080901","104172634"
"790","103080901","104185394"
"791","103080978","103082589"
"792","103081115","104179077"
"793","103081337","99978413"
"794","103082329","92447185"
"795","103082330","103088592"
"796","103082608","104174145"
"797","103082608","103087091"
"798","103086014","104171621"
"799","103087167","103341071"
"800","103087168","104171290"
"801","103087180","103336120"
"802","103087181","104171497"
"803","103088573","104172001"
"804","103088591","103089964"
"805","103091802","104172148"
"806","103093469","103335993"
"807","103094420","103346876"
"808","103334806","103335009"
"809","103334806","104184497"
"810","103334806","103087494"
"811","103334806","104178405"
"812","103335336","104170874"
"813","103335826","104179456"
"814","103335848","103086001"
"815","103335971","104171624"
"816","103335971","103337079"
"817","103336048","103336191"
"818","103336081","104171531"
"819","103336184","104170947"
"820","103336185","104180132"
"821","103336255","103337681"
"822","103336407","104170403"
"823","103337354","103337151"
"824","103337399","104172636"
"825","103337400","103349431"
"826","103337556","103335973"
"827","103337678","92260327"
"828","103337678","103341085"
"829","103337678","103080730"
"830","103337678","103344348"
"831","103341082","104171539"
"832","103341084","104181048"
"833","103342237","103082008"
"834","103342238","104184886"
"835","103342250","104176403"
"836","103342251","103088758"
"837","103342794","104171526"
"838","103343643","103080898"
"839","103343661","103336118"
"840","103346019","104170359"
"841","103346019","104171194"
"842","103346871","104170906"
"843","103346871","103080762"
"844","103348538","104181070"
"845","103349289","104171048"
"846","103349482","103344003"
"847","103349483","104184979"
"848","103349598","103343209"
"849","103349598","103335871"
"850","104169880","104179602"
"851","104169880","103080798"
"852","104169880","92257580"
"853","104169880","104172223"
"854","104170356","86685830"
"855","104170410","104178775"
"856","104170900","104171754"
"857","104170922","103336431"
"858","104171045","104184878"
"859","104171045","103080895"
"860","104171122","104184405"
"861","104171155","104171505"
"862","104171258","104172254"
"863","104171259","103336140"
"864","104171329","80127963"
"865","104171481","104174782"
"866","104171481","104181048"
"867","104171481","104170942"
"868","104172428","104174164"
"869","104172473","104177034"
"870","104172474","103339067"
"871","104172630","103336052"
"872","104172752","103337659"
"873","104172752","103093470"
"874","104172752","104174064"
"875","104172752","103336351"
"876","104172807","103336267"
"877","104172834","104171433"
"878","104174065","104177195"
"879","104176153","80129447"
"880","104176156","104172260"
"881","104176158","103337705"
"882","104176400","88672986"
"883","104176400","103338773"
"884","104176404","103336140"
"885","104176615","103336109"
"886","104177311","104181950"
"887","104177312","103080797"
"888","104177324","103336224"
"889","104177325","103335973"
"890","104177868","103086472"
"891","104178717","103342709"
"892","104178735","103335992"
"893","104181093","104173497"
"894","104181093","103334976"
"895","104181945","103335877"
"896","104181945","61581805"
"897","104183612","94195745"
"898","104184359","67691015"
"899","104184363","103336121"
"900","104184392","104180107"
"901","104184392","104180132"
"902","104184411","103335998"
"903","104184556","104179467"
"904","104184557","103079991"
"905","104184559","103339094"
"906","104184672","103349327"
"907","104184672","103338807"
"908","104184672","103335965"
"909","104184672","104175028"
"910","103088640","103343475"
"911","103343710","103088573"
"912","104178784","103088405"
"913","103081009","103336439"
"914","103081009","104176594"
"915","103081036","104178717"
"916","103081036","104174725"
"917","103336079","104177303"
"918","103336079","103337285"
"919","103336106","103336108"
"920","103336106","104178549"
"921","104171153","104172733"
"922","104171153","103335873"
"923","104171180","103336117"
"924","104171180","104184306"
"925","103081034","104173192"
"926","103081034","104184341"
"927","103336104","104178219"
"928","103336104","103341085"
"929","103349293","104185335"
"930","104171178","104172879"
"931","104171178","104171049"
"932","104184367","88670016"
"933","103080768","104171893"
"934","103335284","104184761"
"935","103335838","103344732"
"936","104170358","104172585"
"937","104170358","104171179"
"938","104170912","104170055"
"939","103338982","103336197"
"940","104174056","103335282"
"941","104179475","103079736"
"942","104179475","104176160"
"943","103086255","103345983"
"944","103086888","88681101"
"945","103088584","103087159"
"946","103088625","104171032"
"947","103341325","104171386"
"948","103341958","104183613"
"949","103343654","104184315"
"950","103343695","103082563"
"951","104176399","104176391"
"952","104177032","103334927"
"953","104178728","104173847"
"954","104178769","104174145"
"955","103082607","104171265"
"956","103337677","104176157"
"957","103349287","104172359"
"958","103349292","104184347"
"959","104172751","104172618"
"960","104179536","104184308"
"961","104184361","92253282"
"962","104184366","103335869"
"963","103089294","104179405"
"964","103344364","104179909"
"965","104179438","103492958"
"966","103088618","103335960"
"967","103343688","88672989"
"968","104178762","103336116"
"969","103088626","104179068"
"970","103343696","104173917"
"971","104178770","104171166"
"972","103080842","104174168"
"973","103080842","88626641"
"974","103080850","103336452"
"975","103080894","103337705"
"976","103080970","104178725"
"977","103080970","104170903"
"978","103088619","104171449"
"979","103088627","104177007"
"980","103335912","104178535"
"981","103335912","104184343"
"982","103335920","104178770"
"983","103335964","103338784"
"984","103336040","103079857"
"985","103336040","103343453"
"986","103343689","104184321"
"987","103343697","104181070"
"988","104170986","103342226"
"989","104170986","103336079"
"990","104170994","104181053"
"991","104171038","104184353"
"992","104171114","103087164"
"993","104171114","103086012"
"994","104172876","104173881"
"995","104178763","104184314"
"996","104178771","104173343"
"997","104181173","103343702"
"998","103080839","103335826"
