"","Source","Target"
"1","103086862","103088934"
"2","103341932","103344004"
"3","104177006","103344004"
"4","103086679","103088934"
"5","103341749","103344004"
"6","104176823","104179078"
"7","103086860","104179078"
"8","103341930","104179078"
"9","104177004","103088934"
"10","103086858","104179077"
"11","103341928","103088933"
"12","104177002","104179077"
"13","103086464","86680125"
"14","103341534","61686617"
"15","104176608","103081793"
"16","103086677","103336862"
"17","103341747","103336863"
"18","104176821","78889996"
"19","103081868","62957917"
"20","103336938","103492086"
"21","103492237","67690598"
"22","104172012","88671500"
"23","59211858","103344003"
"24","59659707","59214165"
"25","61579108","86680049"
"26","61687326","62957918"
"27","61775218","69503054"
"28","62955569","103081857"
"29","64910343","92445558"
"30","64977835","61579097"
"31","65797663","62955558"
"32","65983238","88671503"
"33","67690609","67693266"
"34","69500363","67693267"
"35","71483028","92258166"
"36","78890071","65985629"
"37","80127809","92251798"
"38","86680200","92251799"
"39","88625003","94197371"
"40","88671654","65797632"
"41","92251950","61579077"
"42","92445547","86686416"
"43","94197382","71483017"
"44","104172335","61579108"
"45","104172334","61774510"
"46","104172333","80127961"
"47","104181501","62955536"
"48","104180806","92445698"
"49","104180806","103492237"
"50","103082079","61579078"
"51","103082080","64980470"
"52","103337149","67690579"
"53","103337150","64910332"
"54","103492448","71482998"
"55","103492449","78889919"
"56","104172223","104172333"
"57","104172224","59211858"
"58","103336059","103492226"
"59","103336059","59211825"
"60","104171133","92251939"
"61","104171133","88625154"
"62","103343764","61581805"
"63","104178838","62955539"
"64","103343763","64980469"
"65","103343767","59659641"
"66","104178837","78890071"
"67","104178841","59659635"
"68","103343762","59214166"
"69","103343766","61687326"
"70","103343766","103342873"
"71","104178836","67690578"
"72","104178840","103492162"
"73","104178840","88625014"
"74","103343761","78889917"
"75","103343761","88625003"
"76","104178835","103500816"
"77","104178835","103343767"
"78","104170589","80127820"
"79","104172260","104181501"
"80","103339701","78896469"
"81","104174775","103492085"
"82","104172258","92439331"
"83","103340786","103088260"
"84","104175860","86680189"
"85","104172259","104171858"
"86","104172257","92445622"
"87","104172257","104172582"
"88","104170307","64912725"
"89","104172256","104170594"
"90","103349607","69503055"
"91","104184681","94197306"
"92","72765447","61579075"
"93","104172372","103337150"
"94","104179767","88671654"
