"","Source","Target","FreeFloat"
"1",64910733,64910735,3
"2",64910685,64910777,-8
"3",64910685,64910797,16
"4",64910685,64913024,3
"5",64910685,64911921,126
"6",64910686,64913024,0
"7",64910727,64913025,0
"8",64910797,64911988,3
"9",64910772,64913024,24
"10",64910685,64911923,44
"11",64910684,64910685,1
"12",64910685,64910686,0
"13",64910795,64911988,21
"14",64910809,64911988,31
"15",64910686,64912347,53
"16",64910686,64912025,274
"17",64910686,64911972,-18
"18",64910685,64911977,182
"19",64910685,64911979,-14
"20",64910686,64911978,192
"21",64910686,64911980,68
"22",64910772,64912637,-4
"23",64910685,64910810,3
"24",64910685,64911868,0
"25",64910727,64910741,-161
"26",64910777,64910781,-18
"27",64910797,64910807,0
"28",64910813,64910822,12
"29",64910694,64911924,5
"30",64910685,64910795,82
"31",64910685,64910809,8
"32",64910685,64910808,172
"33",64910685,64910823,-11
"34",64910808,64910823,1
"35",64910694,64910810,199
"36",64910793,64910806,-93
"37",64910806,64910821,-211
"38",64910686,64912523,5
"39",64910685,64912523,227
"40",64910685,64912521,11
"41",64910686,64912521,21
"42",64910686,64912354,357
"43",64910685,64912354,28
"44",64910685,64912420,25
"45",64910684,64910694,1
"46",64910684,64912751,143
"47",64910684,64912752,-165
"48",64910684,64912753,5
"49",64910684,64912754,11
"50",64910684,64912755,2
"51",64910684,64912756,192
"52",64910684,64912757,173
"53",64910684,64912758,6
"54",64910684,64912759,446
"55",64910684,64912760,0
"56",64910684,64912761,1
"57",64910684,64912762,315
"58",64910684,64912722,-3
"59",64910684,64912724,41
"60",64910684,64912734,1
"61",64910684,64912723,-34
"62",64910684,64912725,0
"63",64910684,64912740,70
"64",64910684,64912735,29
"65",64910684,64912744,235
"66",64910684,64912736,31
"67",64910684,64912742,3
"68",64910684,64912743,49
"69",64910684,64912738,-21
"70",64910684,64912728,57
"71",64910684,64912745,376
"72",64910684,64912746,13
"73",64910684,64912747,1
"74",64910684,64912739,175
"75",64910684,64912741,-6
"76",64910684,64912750,-63
"77",64910684,64912749,62
"78",64910684,64912748,1
"79",64910684,64912737,38
"80",64910685,64910793,143
"81",64910685,64910806,14
"82",64910685,64910821,-4
"83",64910685,64910792,-53
"84",64910685,64910805,-18
"85",64910685,64910794,283
"86",64910685,64910783,22
"87",64910685,64912418,-4
"88",64910685,64911917,20
"89",64910694,64911990,15
"90",64910685,64911992,22
"91",64910823,64911868,1
"92",64910684,64912917,3
"93",64910684,64912897,62
"94",64910684,64912885,-51
"95",64910684,64912869,-182
"96",64910684,64912873,203
"97",64910684,64912861,3
"98",64910684,64912889,0
"99",64910684,64912881,15
"100",64910684,64912893,3
"101",64910684,64912909,4
"102",64910684,64912913,0
"103",64910684,64912905,-183
"104",64910684,64912921,241
"105",64910684,64912933,3
"106",64910684,64912929,0
