"","Source","Target","FreeFloat"
"1",64910733,64910735,0
"2",64910685,64910777,7
"3",64910685,64910797,45
"4",64910685,64913024,0
"5",64910685,64911921,5
"6",64910686,64913024,-100
"7",64910727,64913025,84
"8",64910797,64911988,0
"9",64910772,64913024,55
"10",64910685,64911923,-9
"11",64910684,64910685,66
"12",64910685,64910686,35
"13",64910795,64911988,7
"14",64910809,64911988,32
"15",64910686,64912347,1
"16",64910686,64912025,11
"17",64910686,64911972,93
"18",64910685,64911977,12
"19",64910685,64911979,3
"20",64910686,64911978,-10
"21",64910686,64911980,343
"22",64910772,64912637,42
"23",64910685,64910810,1
"24",64910685,64911868,262
"25",64910727,64910741,32
"26",64910777,64910781,6
"27",64910797,64910807,-27
"28",64910813,64910822,20
"29",64910694,64911924,-27
"30",64910685,64910795,0
"31",64910685,64910809,-22
"32",64910685,64910808,206
"33",64910685,64910823,1
"34",64910808,64910823,112
"35",64910694,64910810,49
"36",64910793,64910806,21
"37",64910806,64910821,-212
"38",64910686,64912523,469
"39",64910685,64912523,28
"40",64910685,64912521,1
"41",64910686,64912521,48
"42",64910686,64912354,3
"43",64910685,64912354,0
"44",64910685,64912420,0
"45",64910684,64910694,217
"46",64910684,64912751,-9
"47",64910684,64912752,0
"48",64910684,64912753,7
"49",64910684,64912754,46
"50",64910684,64912755,14
"51",64910684,64912756,420
"52",64910684,64912757,150
"53",64910684,64912758,478
"54",64910684,64912759,17
"55",64910684,64912760,29
"56",64910684,64912761,1
"57",64910684,64912762,11
"58",64910684,64912722,210
"59",64910684,64912724,3
"60",64910684,64912734,3
"61",64910684,64912723,254
"62",64910684,64912725,-175
"63",64910684,64912740,136
"64",64910684,64912735,52
"65",64910684,64912744,0
"66",64910684,64912736,-309
"67",64910684,64912742,1
"68",64910684,64912743,67
"69",64910684,64912738,94
"70",64910684,64912728,68
"71",64910684,64912745,7
"72",64910684,64912746,503
"73",64910684,64912747,88
"74",64910684,64912739,0
"75",64910684,64912741,18
"76",64910684,64912750,77
"77",64910684,64912749,67
"78",64910684,64912748,0
"79",64910684,64912737,0
"80",64910685,64910793,7
"81",64910685,64910806,0
"82",64910685,64910821,340
"83",64910685,64910792,50
"84",64910685,64910805,35
"85",64910685,64910794,80
"86",64910685,64910783,1
"87",64910685,64912418,91
"88",64910685,64911917,-28
"89",64910694,64911990,28
"90",64910685,64911992,172
"91",64910823,64911868,-161
"92",64910684,64912917,70
"93",64910684,64912897,0
"94",64910684,64912885,32
"95",64910684,64912869,-4
"96",64910684,64912873,18
"97",64910684,64912861,-21
"98",64910684,64912889,467
"99",64910684,64912881,-8
"100",64910684,64912893,0
"101",64910684,64912909,4
"102",64910684,64912913,22
"103",64910684,64912905,3
"104",64910684,64912921,299
"105",64910684,64912933,350
"106",64910684,64912929,4
"107",64910684,64912877,0
"108",64910751,64910752,112
"109",64910694,64910751,27
"110",64910694,64911881,143
"111",64910694,64911856,1
"112",64910684,64910696,108
"113",64910696,64910685,1
"114",64910685,64912932,1
"115",64910685,64912912,8
"116",64910694,64911992,119
"117",64910793,64912031,-31
"118",64910792,64912031,277
"119",64910805,64912031,17
"120",64910806,64912031,-7
"121",64910821,64912031,-15
"122",64910686,64911984,21
"123",64910813,64910713,-42
"124",64910797,64910713,1
"125",64910697,64909670,3
"126",64910697,64910717,-22
"127",64910698,64909668,-57
"128",64910686,64909669,-36
"129",64910696,64910710,119
"130",64910686,64911996,71
"131",64910686,64912003,-36
"132",64910686,64912009,-5
"133",64910686,64912763,-69
"134",64910686,64912775,0
"135",64910685,64912775,0
"136",64910685,64912763,-1
"137",64910686,64912766,208
"138",64910685,64912766,91
"139",64910686,64912769,59
"140",64910685,64912769,10
"141",64910686,64912772,161
"142",64910685,64912772,-7
"143",64910686,64912777,-21
"144",64910686,64912017,-106
"145",80128538,80124042,2
"146",80128535,80123438,14
"147",80128531,80122623,1
"148",80128535,80121109,80
"149",80128535,80121110,31
"150",80128532,80119114,-4
"151",80128539,80119114,25
"152",80128508,80119114,0
"153",80128528,80128500,56
"154",80128545,80121517,1
"155",80128532,80128496,80
"156",80128539,80128496,17
"157",80128532,80128535,140
"158",80128536,80128521,45
"159",80128532,80124044,196
"160",80128542,80128538,7
"161",80128535,80129478,5
"162",80128522,80122640,-10
"163",80128540,80123680,28
"164",80128543,80123835,38
"165",80128547,80129497,23
"166",80128547,80128544,-15
"167",80128546,80128543,61
"168",80128546,80128545,-9
"169",80128547,80128546,269
"170",80128549,80128546,-25
"171",80128548,80129495,0
"172",80128537,80124038,43
"173",80128536,80124043,7
"174",80128543,80129475,-15
"175",80128524,80128520,-132
"176",80128541,80128539,287
"177",80128538,80128519,27
"178",80128508,80128507,-21
"179",80128545,80128531,90
"180",80128545,80128529,24
"181",80128544,80128537,-5
"182",80128545,80128540,-3
"183",80128549,80128541,-56
"184",80128548,80128542,24
"185",80128547,80128537,213
"186",80128519,80128518,63
"187",80128531,80128517,0
"188",80128521,80128522,1
"189",80128517,80128516,55
"190",80128516,80128507,231
"191",80128517,80128508,17
"192",80128519,80128510,-245
"193",80128522,80128513,105
"194",80128524,80128515,347
"195",80129481,80118912,18
"196",80129474,80121374,-4
"197",80129486,80121374,-18
"198",80129483,80128464,90
"199",80129483,80129430,27
"200",80129479,80128464,52
"201",80129493,80128460,48
"202",80129479,80129483,7
"203",80129474,80128536,7
"204",80129495,80121947,-60
"205",80129481,80121997,0
"206",80129480,80121997,56
"207",80129476,80129474,-31
"208",80129495,80123680,3
"209",80129491,80123876,91
"210",80129479,80128466,0
"211",80129497,80128467,222
"212",80129497,80129494,75
"213",80129483,80124035,-11
"214",80129487,80124041,271
"215",80129472,80124046,78
"216",80129473,80124047,11
