"","Source","Target","FreeFloat"
"1",64910733,64910735,-39
"2",64910685,64910777,0
"3",64910685,64910797,336
"4",64910685,64913024,-91
"5",64910685,64911921,1
"6",64910686,64913024,-46
"7",64910727,64913025,-28
"8",64910797,64911988,8
"9",64910772,64913024,3
"10",64910685,64911923,0
"11",64910684,64910685,-1
"12",64910685,64910686,1
"13",64910795,64911988,-16
"14",64910809,64911988,-1
"15",64910686,64912347,11
"16",64910686,64912025,-16
"17",64910686,64911972,0
"18",64910685,64911977,0
"19",64910685,64911979,7
"20",64910686,64911978,-330
"21",64910686,64911980,58
"22",64910772,64912637,-137
"23",64910685,64910810,0
"24",64910685,64911868,29
"25",64910727,64910741,1
"26",64910777,64910781,165
"27",64910797,64910807,89
"28",64910813,64910822,-140
"29",64910694,64911924,-1
"30",64910685,64910795,1
"31",64910685,64910809,1
"32",64910685,64910808,-16
"33",64910685,64910823,0
"34",64910808,64910823,0
"35",64910694,64910810,91
"36",64910793,64910806,21
"37",64910806,64910821,62
"38",64910686,64912523,3
"39",64910685,64912523,-32
"40",64910685,64912521,280
"41",64910686,64912521,111
"42",64910686,64912354,-1
"43",64910685,64912354,1
"44",64910685,64912420,0
"45",64910684,64910694,17
"46",64910684,64912751,62
"47",64910684,64912752,4
"48",64910684,64912753,44
"49",64910684,64912754,143
"50",64910684,64912755,14
"51",64910684,64912756,0
"52",64910684,64912757,-25
"53",64910684,64912758,-9
"54",64910684,64912759,189
"55",64910684,64912760,1
"56",64910684,64912761,77
"57",64910684,64912762,-4
"58",64910684,64912722,6
"59",64910684,64912724,126
"60",64910684,64912734,-22
"61",64910684,64912723,1
"62",64910684,64912725,0
"63",64910684,64912740,-1292
"64",64910684,64912735,-15
"65",64910684,64912744,51
"66",64910684,64912736,84
"67",64910684,64912742,-6
"68",64910684,64912743,3
"69",64910684,64912738,290
"70",64910684,64912728,637
"71",64910684,64912745,3
"72",64910684,64912746,-24
"73",64910684,64912747,7
"74",64910684,64912739,14
"75",64910684,64912741,41
"76",64910684,64912750,115
"77",64910684,64912749,-32
"78",64910684,64912748,75
"79",64910684,64912737,115
"80",64910685,64910793,-137
"81",64910685,64910806,1
"82",64910685,64910821,15
"83",64910685,64910792,-24
"84",64910685,64910805,-29
"85",64910685,64910794,60
"86",64910685,64910783,6
"87",64910685,64912418,28
"88",64910685,64911917,585
"89",64910694,64911990,-46
"90",64910685,64911992,223
"91",64910823,64911868,0
"92",64910684,64912917,-13
"93",64910684,64912897,1
"94",64910684,64912885,-9
"95",64910684,64912869,245
"96",64910684,64912873,8
"97",64910684,64912861,12
"98",64910684,64912889,3
"99",64910684,64912881,360
"100",64910684,64912893,0
"101",64910684,64912909,-3
"102",64910684,64912913,9
"103",64910684,64912905,1
"104",64910684,64912921,1
"105",64910684,64912933,117
"106",64910684,64912929,-11
"107",64910684,64912877,-152
"108",64910751,64910752,73
"109",64910694,64910751,16
"110",64910694,64911881,-58
"111",64910694,64911856,-10
"112",64910684,64910696,-53
"113",64910696,64910685,52
"114",64910685,64912932,46
"115",64910685,64912912,147
"116",64910694,64911992,60
"117",64910793,64912031,3
"118",64910792,64912031,1
"119",64910805,64912031,31
"120",64910806,64912031,-4
"121",64910821,64912031,81
"122",64910686,64911984,7
"123",64910813,64910713,304
"124",64910797,64910713,1
"125",64910697,64909670,1
"126",64910697,64910717,-31
"127",64910698,64909668,81
"128",64910686,64909669,140
"129",64910696,64910710,189
"130",64910686,64911996,14
"131",64910686,64912003,6
"132",64910686,64912009,91
"133",64910686,64912763,1
"134",64910686,64912775,0
"135",64910685,64912775,0
"136",64910685,64912763,14
"137",64910686,64912766,-41
"138",64910685,64912766,-71
"139",64910686,64912769,70
"140",64910685,64912769,3
"141",64910686,64912772,1
"142",64910685,64912772,6
"143",64910686,64912777,3
"144",64910686,64912017,262
"145",80128538,80124042,4
"146",80128535,80123438,-37
"147",80128531,80122623,7
"148",80128535,80121109,-69
"149",80128535,80121110,52
"150",80128532,80119114,165
"151",80128539,80119114,131
"152",80128508,80119114,-3
"153",80128528,80128500,268
"154",80128545,80121517,0
"155",80128532,80128496,10
"156",80128539,80128496,3
"157",80128532,80128535,1
"158",80128536,80128521,158
"159",80128532,80124044,206
"160",80128542,80128538,28
"161",80128535,80129478,0
"162",80128522,80122640,42
"163",80128540,80123680,-28
"164",80128543,80123835,0
"165",80128547,80129497,339
"166",80128547,80128544,-18
"167",80128546,80128543,53
"168",80128546,80128545,1
"169",80128547,80128546,7
"170",80128549,80128546,-9
"171",80128548,80129495,3
"172",80128537,80124038,1
"173",80128536,80124043,-14
"174",80128543,80129475,17
"175",80128524,80128520,1
"176",80128541,80128539,35
"177",80128538,80128519,-8
"178",80128508,80128507,193
"179",80128545,80128531,1
"180",80128545,80128529,1
"181",80128544,80128537,4
"182",80128545,80128540,2
"183",80128549,80128541,3
"184",80128548,80128542,4
"185",80128547,80128537,92
"186",80128519,80128518,-52
"187",80128531,80128517,239
"188",80128521,80128522,-31
"189",80128517,80128516,4
"190",80128516,80128507,1
"191",80128517,80128508,109
"192",80128519,80128510,2
"193",80128522,80128513,248
"194",80128524,80128515,-53
"195",80129481,80118912,12
"196",80129474,80121374,-165
"197",80129486,80121374,385
"198",80129483,80128464,49
"199",80129483,80129430,19
"200",80129479,80128464,-88
"201",80129493,80128460,1
"202",80129479,80129483,-25
"203",80129474,80128536,94
"204",80129495,80121947,-58
"205",80129481,80121997,-28
"206",80129480,80121997,118
"207",80129476,80129474,-35
"208",80129495,80123680,-32
"209",80129491,80123876,17
"210",80129479,80128466,78
"211",80129497,80128467,1047
"212",80129497,80129494,455
"213",80129483,80124035,59
"214",80129487,80124041,-15
"215",80129472,80124046,35
"216",80129473,80124047,-4
"217",80129474,80124048,1
"218",80129475,80124049,21
"219",80129476,80127981,0
"220",80129483,80129448,0
"221",80129489,80128471,1
"222",80129490,80128471,46
"223",80129492,80129487,0
"224",80129476,80129486,13
"225",80129473,80129472,-62
"226",80129486,80129475,24
"227",80129481,80128471,0
"228",80129487,80129478,2
"229",80129495,80129492,39
"230",80129496,80129493,-10
"231",80129497,80129496,-11
"232",80129454,80129447,82
"233",80129447,80129438,41
"234",80129454,80129445,0
"235",65805322,65805323,3
"236",65805323,65805321,91
"237",65805336,65805339,200
"238",65805339,65805333,-28
"239",65805335,65805338,1
"240",65805338,65805332,30
"241",65805347,65805349,91
"242",65805349,65805345,105
"243",65805348,65805350,-29
"244",65805350,65805346,125
"245",80129509,80121996,-58
"246",80129509,80124045,12
"247",80129509,80119118,4
"248",80129507,80121318,-26
"249",80129507,80121404,-6
"250",80129508,80121395,-309
"251",80129507,80121395,20
"252",80129508,80121398,-10
"253",80129507,80121398,200
"254",80129508,80121401,528
"255",80129507,80121401,39
"256",80129508,80121408,91
"257",80129508,80121406,-18
"258",80129507,80121406,1
"259",80129507,80121408,-53
"260",80129507,80121417,49
"261",80129507,80121425,-20
"262",80129507,80121431,0
"263",80129507,80122043,45
"264",80129507,80122282,3
"265",80129507,80122345,-25
"266",80129507,80122346,57
"267",80129508,80122531,0
"268",80129508,80122525,75
"269",80129509,80122475,1
"270",80129509,80122725,14
"271",80129509,80123295,3
"272",80129509,80123296,9
