"","Source","Target","FreeFloat"
"1",64910733,64910735,33
"2",64910685,64910777,-46
"3",64910685,64910797,20
"4",64910685,64913024,182
"5",64910685,64911921,119
"6",64910686,64913024,1
"7",64910727,64913025,-3
"8",64910797,64911988,2
"9",64910772,64913024,2
"10",64910685,64911923,98
"11",64910684,64910685,3
"12",64910685,64910686,1
"13",64910795,64911988,214
"14",64910809,64911988,58
"15",64910686,64912347,217
"16",64910686,64912025,1
"17",64910686,64911972,3
"18",64910685,64911977,91
"19",64910685,64911979,7
"20",64910686,64911978,-130
"21",64910686,64911980,34
"22",64910772,64912637,255
"23",64910685,64910810,-3
"24",64910685,64911868,-1
"25",64910727,64910741,38
"26",64910777,64910781,14
"27",64910797,64910807,0
"28",64910813,64910822,91
"29",64910694,64911924,98
"30",64910685,64910795,38
"31",64910685,64910809,-25
"32",64910685,64910808,-32
"33",64910685,64910823,-14
"34",64910808,64910823,14
"35",64910694,64910810,-17
"36",64910793,64910806,16
"37",64910806,64910821,34
"38",64910686,64912523,89
"39",64910685,64912523,125
"40",64910685,64912521,14
"41",64910686,64912521,-14
"42",64910686,64912354,-10
"43",64910685,64912354,-7
"44",64910685,64912420,164
"45",64910684,64910694,-31
"46",64910684,64912751,64
"47",64910684,64912752,165
"48",64910684,64912753,-14
"49",64910684,64912754,0
"50",64910684,64912755,-5
"51",64910684,64912756,3
"52",64910684,64912757,6
"53",64910684,64912758,-13
"54",64910684,64912759,4
"55",64910684,64912760,20
"56",64910684,64912761,29
"57",64910684,64912762,1
"58",64910684,64912722,-2
"59",64910684,64912724,17
"60",64910684,64912734,22
"61",64910684,64912723,14
"62",64910684,64912725,92
"63",64910684,64912740,-127
"64",64910684,64912735,-15
"65",64910684,64912744,63
"66",64910684,64912736,171
"67",64910684,64912742,-31
"68",64910684,64912743,-4
"69",64910684,64912738,1
"70",64910684,64912728,21
"71",64910684,64912745,290
"72",64910684,64912746,7
"73",64910684,64912747,-11
"74",64910684,64912739,8
"75",64910684,64912741,314
"76",64910684,64912750,330
"77",64910684,64912749,0
"78",64910684,64912748,28
"79",64910684,64912737,2
"80",64910685,64910793,-25
"81",64910685,64910806,6
"82",64910685,64910821,66
"83",64910685,64910792,21
"84",64910685,64910805,3
"85",64910685,64910794,22
"86",64910685,64910783,4
"87",64910685,64912418,0
"88",64910685,64911917,182
"89",64910694,64911990,69
"90",64910685,64911992,21
"91",64910823,64911868,15
"92",64910684,64912917,0
"93",64910684,64912897,54
"94",64910684,64912885,-14
"95",64910684,64912869,178
"96",64910684,64912873,10
"97",64910684,64912861,3
"98",64910684,64912889,-46
"99",64910684,64912881,-210
"100",64910684,64912893,91
"101",64910684,64912909,-21
"102",64910684,64912913,12
"103",64910684,64912905,1
"104",64910684,64912921,1
"105",64910684,64912933,24
"106",64910684,64912929,17
"107",64910684,64912877,-4
"108",64910751,64910752,-169
"109",64910694,64910751,126
"110",64910694,64911881,108
"111",64910694,64911856,-32
"112",64910684,64910696,70
"113",64910696,64910685,17
"114",64910685,64912932,10
"115",64910685,64912912,-5
"116",64910694,64911992,1
"117",64910793,64912031,0
"118",64910792,64912031,3
"119",64910805,64912031,13
"120",64910806,64912031,27
"121",64910821,64912031,77
"122",64910686,64911984,59
"123",64910813,64910713,-126
"124",64910797,64910713,-9
"125",64910697,64909670,7
"126",64910697,64910717,168
"127",64910698,64909668,28
"128",64910686,64909669,5
"129",64910696,64910710,-9
"130",64910686,64911996,167
"131",64910686,64912003,3
"132",64910686,64912009,1
"133",64910686,64912763,0
"134",64910686,64912775,1
"135",64910685,64912775,13
"136",64910685,64912763,-28
"137",64910686,64912766,-54
"138",64910685,64912766,-21
"139",64910686,64912769,-1
"140",64910685,64912769,38
"141",64910686,64912772,91
"142",64910685,64912772,-105
"143",64910686,64912777,144
"144",64910686,64912017,3
"145",80128538,80124042,193
"146",80128535,80123438,471
"147",80128531,80122623,-10
"148",80128535,80121109,44
"149",80128535,80121110,1
"150",80128532,80119114,284
"151",80128539,80119114,350
"152",80128508,80119114,-56
"153",80128528,80128500,133
"154",80128545,80121517,-72
"155",80128532,80128496,-14
"156",80128539,80128496,-15
"157",80128532,80128535,48
"158",80128536,80128521,175
"159",80128532,80124044,95
"160",80128542,80128538,-7
"161",80128535,80129478,29
"162",80128522,80122640,17
"163",80128540,80123680,7
"164",80128543,80123835,8
"165",80128547,80129497,30
"166",80128547,80128544,-2
"167",80128546,80128543,38
"168",80128546,80128545,31
"169",80128547,80128546,18
"170",80128549,80128546,26
"171",80128548,80129495,3
"172",80128537,80124038,1
"173",80128536,80124043,91
"174",80128543,80129475,87
"175",80128524,80128520,-91
"176",80128541,80128539,-14
"177",80128538,80128519,80
"178",80128508,80128507,3
"179",80128545,80128531,10
"180",80128545,80128529,-7
"181",80128544,80128537,15
"182",80128545,80128540,0
"183",80128549,80128541,53
"184",80128548,80128542,45
"185",80128547,80128537,-4
"186",80128519,80128518,-7
"187",80128531,80128517,45
"188",80128521,80128522,-182
"189",80128517,80128516,3
"190",80128516,80128507,91
"191",80128517,80128508,62
"192",80128519,80128510,-2
"193",80128522,80128513,3
"194",80128524,80128515,-23
"195",80129481,80118912,75
"196",80129474,80121374,1
"197",80129486,80121374,81
"198",80129483,80128464,-14
"199",80129483,80129430,-11
"200",80129479,80128464,-6
"201",80129493,80128460,169
"202",80129479,80129483,27
"203",80129474,80128536,136
"204",80129495,80121947,1
"205",80129481,80121997,1
"206",80129480,80121997,-6
"207",80129476,80129474,44
"208",80129495,80123680,25
"209",80129491,80123876,17
"210",80129479,80128466,6
"211",80129497,80128467,94
"212",80129497,80129494,22
"213",80129483,80124035,143
"214",80129487,80124041,64
"215",80129472,80124046,-5
"216",80129473,80124047,96
"217",80129474,80124048,168
"218",80129475,80124049,31
"219",80129476,80127981,117
"220",80129483,80129448,0
"221",80129489,80128471,1
"222",80129490,80128471,3
"223",80129492,80129487,-15
"224",80129476,80129486,3
"225",80129473,80129472,17
"226",80129486,80129475,0
"227",80129481,80128471,3
"228",80129487,80129478,19
"229",80129495,80129492,35
"230",80129496,80129493,-4
"231",80129497,80129496,-6
"232",80129454,80129447,117
"233",80129447,80129438,-21
"234",80129454,80129445,21
"235",65805322,65805323,-14
"236",65805323,65805321,14
"237",65805336,65805339,238
"238",65805339,65805333,7
"239",65805335,65805338,-35
"240",65805338,65805332,0
"241",65805347,65805349,18
"242",65805349,65805345,1
"243",65805348,65805350,21
"244",65805350,65805346,165
"245",80129509,80121996,-2
"246",80129509,80124045,6
"247",80129509,80119118,63
"248",80129507,80121318,-340
"249",80129507,80121404,2
"250",80129508,80121395,42
"251",80129507,80121395,11
"252",80129508,80121398,72
"253",80129507,80121398,143
"254",80129508,80121401,85
"255",80129507,80121401,19
"256",80129508,80121408,58
"257",80129508,80121406,47
"258",80129507,80121406,1
"259",80129507,80121408,1
"260",80129507,80121417,-6
"261",80129507,80121425,-21
"262",80129507,80121431,0
"263",80129507,80122043,5
"264",80129507,80122282,28
"265",80129507,80122345,84
"266",80129507,80122346,1
"267",80129508,80122531,82
"268",80129508,80122525,4
"269",80129509,80122475,30
"270",80129509,80122725,31
"271",80129509,80123295,3
"272",80129509,80123296,133
"273",80129509,80123297,-31
"274",80129509,80123298,43
"275",80129509,80123299,0
"276",80129509,80123300,0
"277",80129509,80123301,3
"278",80129509,80123310,21
"279",80129509,80123311,10
"280",80129509,80123312,-21
"281",80129509,80123321,69
"282",80129509,80123322,487
"283",80129509,80123323,10
"284",80129509,80123324,54
"285",80129509,80123325,452
"286",80129509,80123328,-105
"287",80129509,80123294,0
"288",80129509,80123331,20
"289",80129508,80122798,24
"290",80129508,80128469,420
"291",80129508,80122803,-186
"292",80129508,80128088,0
"293",80129507,80123499,16
"294",80129508,80123615,21
"295",80129508,80126333,123
