"","Source","Target","FreeFloat"
"1",64910733,64910735,25
"2",64910685,64910777,-18
"3",64910685,64910797,-43
"4",64910685,64913024,-46
"5",64910685,64911921,230
"6",64910686,64913024,0
"7",64910727,64913025,1
"8",64910797,64911988,91
"9",64910772,64913024,195
"10",64910685,64911923,67
"11",64910684,64910685,238
"12",64910685,64910686,94
"13",64910795,64911988,112
"14",64910809,64911988,1
"15",64910686,64912347,34
"16",64910686,64912025,7
"17",64910686,64911972,0
"18",64910685,64911977,-6
"19",64910685,64911979,227
"20",64910686,64911978,-14
"21",64910686,64911980,97
"22",64910772,64912637,81
"23",64910685,64910810,1
"24",64910685,64911868,182
"25",64910727,64910741,-7
"26",64910777,64910781,1
"27",64910797,64910807,-4
"28",64910813,64910822,-7
"29",64910694,64911924,-7
"30",64910685,64910795,81
"31",64910685,64910809,15
"32",64910685,64910808,3
"33",64910685,64910823,34
"34",64910808,64910823,0
"35",64910694,64910810,385
"36",64910793,64910806,14
"37",64910806,64910821,3
"38",64910686,64912523,458
"39",64910685,64912523,107
"40",64910685,64912521,90
"41",64910686,64912521,19
"42",64910686,64912354,3
"43",64910685,64912354,0
"44",64910685,64912420,73
"45",64910684,64910694,217
"46",64910684,64912751,104
"47",64910684,64912752,83
"48",64910684,64912753,119
"49",64910684,64912754,45
"50",64910684,64912755,47
"51",64910684,64912756,0
"52",64910684,64912757,-262
"53",64910684,64912758,-39
"54",64910684,64912759,49
"55",64910684,64912760,59
"56",64910684,64912761,-20
"57",64910684,64912762,-59
"58",64910684,64912722,68
"59",64910684,64912724,0
"60",64910684,64912734,-19
"61",64910684,64912723,1
"62",64910684,64912725,172
"63",64910684,64912740,28
"64",64910684,64912735,1
"65",64910684,64912744,-4
"66",64910684,64912736,31
"67",64910684,64912742,24
"68",64910684,64912743,12
"69",64910684,64912738,0
"70",64910684,64912728,612
"71",64910684,64912745,0
"72",64910684,64912746,80
"73",64910684,64912747,-14
"74",64910684,64912739,206
"75",64910684,64912741,14
"76",64910684,64912750,507
"77",64910684,64912749,2
"78",64910684,64912748,-6
"79",64910684,64912737,2
"80",64910685,64910793,28
"81",64910685,64910806,119
"82",64910685,64910821,154
"83",64910685,64910792,5
"84",64910685,64910805,115
"85",64910685,64910794,-35
"86",64910685,64910783,-4
"87",64910685,64912418,93
"88",64910685,64911917,32
"89",64910694,64911990,-139
"90",64910685,64911992,226
"91",64910823,64911868,28
"92",64910684,64912917,-34
"93",64910684,64912897,61
"94",64910684,64912885,98
"95",64910684,64912869,81
"96",64910684,64912873,-15
"97",64910684,64912861,42
"98",64910684,64912889,94
"99",64910684,64912881,108
"100",64910684,64912893,108
"101",64910684,64912909,284
"102",64910684,64912913,105
"103",64910684,64912905,-6
"104",64910684,64912921,3
"105",64910684,64912933,28
"106",64910684,64912929,94
"107",64910684,64912877,177
"108",64910751,64910752,-2
"109",64910694,64910751,75
"110",64910694,64911881,-14
"111",64910694,64911856,17
"112",64910684,64910696,56
"113",64910696,64910685,1
"114",64910685,64912932,1
"115",64910685,64912912,3
"116",64910694,64911992,-209
"117",64910793,64912031,61
"118",64910792,64912031,-14
"119",64910805,64912031,140
"120",64910806,64912031,60
"121",64910821,64912031,-35
"122",64910686,64911984,0
"123",64910813,64910713,46
"124",64910797,64910713,11
"125",64910697,64909670,104
"126",64910697,64910717,7
"127",64910698,64909668,235
"128",64910686,64909669,220
"129",64910696,64910710,203
"130",64910686,64911996,-11
"131",64910686,64912003,1
"132",64910686,64912009,0
"133",64910686,64912763,0
"134",64910686,64912775,21
"135",64910685,64912775,97
"136",64910685,64912763,-20
"137",64910686,64912766,-16
"138",64910685,64912766,59
"139",64910686,64912769,-9
"140",64910685,64912769,325
"141",64910686,64912772,1
"142",64910685,64912772,111
"143",64910686,64912777,94
"144",64910686,64912017,-30
"145",80128538,80124042,45
"146",80128535,80123438,27
"147",80128531,80122623,123
"148",80128535,80121109,35
"149",80128535,80121110,-41
"150",80128532,80119114,94
"151",80128539,80119114,35
"152",80128508,80119114,-18
"153",80128528,80128500,56
"154",80128545,80121517,-7
"155",80128532,80128496,30
"156",80128539,80128496,-51
"157",80128532,80128535,0
"158",80128536,80128521,-3
"159",80128532,80124044,-32
"160",80128542,80128538,-1
"161",80128535,80129478,46
"162",80128522,80122640,161
"163",80128540,80123680,-2
"164",80128543,80123835,0
"165",80128547,80129497,-51
"166",80128547,80128544,56
"167",80128546,80128543,34
"168",80128546,80128545,3
"169",80128547,80128546,147
"170",80128549,80128546,-1
"171",80128548,80129495,0
"172",80128537,80124038,35
"173",80128536,80124043,11
"174",80128543,80129475,35
"175",80128524,80128520,14
"176",80128541,80128539,255
"177",80128538,80128519,41
"178",80128508,80128507,15
"179",80128545,80128531,-11
"180",80128545,80128529,-139
"181",80128544,80128537,34
"182",80128545,80128540,37
"183",80128549,80128541,159
"184",80128548,80128542,-10
"185",80128547,80128537,301
"186",80128519,80128518,10
"187",80128531,80128517,3
"188",80128521,80128522,0
"189",80128517,80128516,190
"190",80128516,80128507,290
"191",80128517,80128508,1
"192",80128519,80128510,25
"193",80128522,80128513,56
"194",80128524,80128515,4
"195",80129481,80118912,28
"196",80129474,80121374,3
"197",80129486,80121374,-4
"198",80129483,80128464,-8
"199",80129483,80129430,14
"200",80129479,80128464,1
"201",80129493,80128460,17
"202",80129479,80129483,70
"203",80129474,80128536,88
"204",80129495,80121947,74
"205",80129481,80121997,-59
