"","Source","Target","FreeFloat"
"1",64910733,64910735,398
"2",64910685,64910777,17
"3",64910685,64910797,164
"4",64910685,64913024,209
"5",64910685,64911921,-57
"6",64910686,64913024,0
"7",64910727,64913025,265
"8",64910797,64911988,68
"9",64910772,64913024,4
"10",64910685,64911923,35
"11",64910684,64910685,1
"12",64910685,64910686,47
"13",64910795,64911988,-6
"14",64910809,64911988,-6
"15",64910686,64912347,455
"16",64910686,64912025,1
"17",64910686,64911972,45
"18",64910685,64911977,-15
"19",64910685,64911979,246
"20",64910686,64911978,3
"21",64910686,64911980,273
"22",64910772,64912637,268
"23",64910685,64910810,0
"24",64910685,64911868,-16
"25",64910727,64910741,227
"26",64910777,64910781,239
"27",64910797,64910807,1
"28",64910813,64910822,1
"29",64910694,64911924,-11
"30",64910685,64910795,3
"31",64910685,64910809,-21
"32",64910685,64910808,3
"33",64910685,64910823,-21
"34",64910808,64910823,191
"35",64910694,64910810,80
"36",64910793,64910806,-9
"37",64910806,64910821,77
"38",64910686,64912523,117
"39",64910685,64912523,13
"40",64910685,64912521,-28
"41",64910686,64912521,200
"42",64910686,64912354,-21
"43",64910685,64912354,0
"44",64910685,64912420,4
"45",64910684,64910694,-18
"46",64910684,64912751,-273
"47",64910684,64912752,56
"48",64910684,64912753,80
"49",64910684,64912754,17
"50",64910684,64912755,115
"51",64910684,64912756,56
"52",64910684,64912757,78
"53",64910684,64912758,65
"54",64910684,64912759,-51
"55",64910684,64912760,-279
"56",64910684,64912761,405
"57",64910684,64912762,25
"58",64910684,64912722,1
"59",64910684,64912724,4
"60",64910684,64912734,-25
"61",64910684,64912723,105
"62",64910684,64912725,-48
"63",64910684,64912740,3
"64",64910684,64912735,1
"65",64910684,64912744,36
"66",64910684,64912736,39
"67",64910684,64912742,0
"68",64910684,64912743,53
"69",64910684,64912738,3
"70",64910684,64912728,1
"71",64910684,64912745,30
"72",64910684,64912746,98
"73",64910684,64912747,483
"74",64910684,64912739,183
"75",64910684,64912741,46
"76",64910684,64912750,68
"77",64910684,64912749,0
"78",64910684,64912748,-11
"79",64910684,64912737,200
"80",64910685,64910793,21
"81",64910685,64910806,-5
"82",64910685,64910821,14
"83",64910685,64910792,219
"84",64910685,64910805,33
"85",64910685,64910794,-206
"86",64910685,64910783,167
"87",64910685,64912418,-3
"88",64910685,64911917,-4
"89",64910694,64911990,-4
"90",64910685,64911992,-14
"91",64910823,64911868,-10
"92",64910684,64912917,11
"93",64910684,64912897,98
"94",64910684,64912885,-35
"95",64910684,64912869,35
"96",64910684,64912873,7
"97",64910684,64912861,38
"98",64910684,64912889,11
"99",64910684,64912881,26
"100",64910684,64912893,342
"101",64910684,64912909,-12
"102",64910684,64912913,7
"103",64910684,64912905,0
"104",64910684,64912921,157
"105",64910684,64912933,76
"106",64910684,64912929,128
