"","Source","Target","FreeFloat"
"1",64910733,64910735,-11
"2",64910685,64910777,0
"3",64910685,64910797,-1
"4",64910685,64913024,-106
"5",64910685,64911921,42
"6",64910686,64913024,-18
"7",64910727,64913025,28
"8",64910797,64911988,0
"9",64910772,64913024,144
"10",64910685,64911923,75
"11",64910684,64910685,176
"12",64910685,64910686,95
"13",64910795,64911988,63
"14",64910809,64911988,4
"15",64910686,64912347,34
"16",64910686,64912025,0
"17",64910686,64911972,56
"18",64910685,64911977,-15
"19",64910685,64911979,56
"20",64910686,64911978,0
"21",64910686,64911980,122
"22",64910772,64912637,115
"23",64910685,64910810,28
"24",64910685,64911868,9
"25",64910727,64910741,235
"26",64910777,64910781,0
"27",64910797,64910807,147
"28",64910813,64910822,69
"29",64910694,64911924,-168
"30",64910685,64910795,56
"31",64910685,64910809,1
"32",64910685,64910808,12
"33",64910685,64910823,14
"34",64910808,64910823,-27
"35",64910694,64910810,7
"36",64910793,64910806,-40
"37",64910806,64910821,-25
"38",64910686,64912523,24
"39",64910685,64912523,61
"40",64910685,64912521,1
"41",64910686,64912521,-74
"42",64910686,64912354,234
"43",64910685,64912354,-62
"44",64910685,64912420,-2
"45",64910684,64910694,-4
"46",64910684,64912751,239
"47",64910684,64912752,1
"48",64910684,64912753,13
"49",64910684,64912754,320
"50",64910684,64912755,-1
"51",64910684,64912756,-9
"52",64910684,64912757,215
"53",64910684,64912758,52
"54",64910684,64912759,0
"55",64910684,64912760,-7
"56",64910684,64912761,3
"57",64910684,64912762,112
"58",64910684,64912722,19
"59",64910684,64912724,-106
"60",64910684,64912734,-186
"61",64910684,64912723,-39
"62",64910684,64912725,102
"63",64910684,64912740,0
"64",64910684,64912735,38
"65",64910684,64912744,8
"66",64910684,64912736,-105
"67",64910684,64912742,25
"68",64910684,64912743,18
"69",64910684,64912738,41
"70",64910684,64912728,47
"71",64910684,64912745,13
"72",64910684,64912746,3
"73",64910684,64912747,-10
"74",64910684,64912739,18
"75",64910684,64912741,12
"76",64910684,64912750,-8
"77",64910684,64912749,4
"78",64910684,64912748,206
"79",64910684,64912737,290
"80",64910685,64910793,3
"81",64910685,64910806,194
"82",64910685,64910821,39
"83",64910685,64910792,-4
"84",64910685,64910805,1
"85",64910685,64910794,3
"86",64910685,64910783,50
"87",64910685,64912418,20
"88",64910685,64911917,0
"89",64910694,64911990,181
"90",64910685,64911992,-4
"91",64910823,64911868,20
"92",64910684,64912917,273
"93",64910684,64912897,3
"94",64910684,64912885,431
"95",64910684,64912869,-74
"96",64910684,64912873,87
"97",64910684,64912861,0
"98",64910684,64912889,24
"99",64910684,64912881,-4
"100",64910684,64912893,49
"101",64910684,64912909,-62
"102",64910684,64912913,3
"103",64910684,64912905,0
"104",64910684,64912921,108
"105",64910684,64912933,3
"106",64910684,64912929,0
"107",64910684,64912877,427
"108",64910751,64910752,95
"109",64910694,64910751,20
"110",64910694,64911881,0
"111",64910694,64911856,67
"112",64910684,64910696,17
"113",64910696,64910685,76
"114",64910685,64912932,0
"115",64910685,64912912,0
"116",64910694,64911992,2
"117",64910793,64912031,5
"118",64910792,64912031,39
"119",64910805,64912031,0
"120",64910806,64912031,119
"121",64910821,64912031,0
"122",64910686,64911984,3
"123",64910813,64910713,-4
"124",64910797,64910713,191
"125",64910697,64909670,7
"126",64910697,64910717,-10
"127",64910698,64909668,-11
"128",64910686,64909669,33
"129",64910696,64910710,-61
"130",64910686,64911996,121
"131",64910686,64912003,33
"132",64910686,64912009,-105
"133",64910686,64912763,34
"134",64910686,64912775,0
"135",64910685,64912775,60
"136",64910685,64912763,217
"137",64910686,64912766,122
"138",64910685,64912766,133
"139",64910686,64912769,80
"140",64910685,64912769,378
"141",64910686,64912772,-8
"142",64910685,64912772,47
"143",64910686,64912777,3
"144",64910686,64912017,1005
"145",80128538,80124042,44
"146",80128535,80123438,1
"147",80128531,80122623,-39
"148",80128535,80121109,15
"149",80128535,80121110,28
"150",80128532,80119114,34
"151",80128539,80119114,11
"152",80128508,80119114,196
"153",80128528,80128500,6
"154",80128545,80121517,227
"155",80128532,80128496,28
"156",80128539,80128496,91
"157",80128532,80128535,49
"158",80128536,80128521,-24
"159",80128532,80124044,-62
"160",80128542,80128538,-13
"161",80128535,80129478,-1
"162",80128522,80122640,-11
"163",80128540,80123680,29
"164",80128543,80123835,0
"165",80128547,80129497,56
"166",80128547,80128544,-15
"167",80128546,80128543,88
"168",80128546,80128545,1
"169",80128547,80128546,6
"170",80128549,80128546,203
"171",80128548,80129495,94
"172",80128537,80124038,-18
"173",80128536,80124043,54
"174",80128543,80129475,-595
"175",80128524,80128520,10
"176",80128541,80128539,-18
"177",80128538,80128519,112
"178",80128508,80128507,-3
"179",80128545,80128531,7
"180",80128545,80128529,-151
"181",80128544,80128537,5
"182",80128545,80128540,-28
"183",80128549,80128541,7
"184",80128548,80128542,91
"185",80128547,80128537,47
"186",80128519,80128518,-12
"187",80128531,80128517,21
"188",80128521,80128522,3
"189",80128517,80128516,429
"190",80128516,80128507,1
"191",80128517,80128508,31
"192",80128519,80128510,-122
"193",80128522,80128513,28
"194",80128524,80128515,3
"195",80129481,80118912,0
"196",80129474,80121374,28
"197",80129486,80121374,13
"198",80129483,80128464,213
"199",80129483,80129430,0
"200",80129479,80128464,-7
"201",80129493,80128460,84
"202",80129479,80129483,-15
"203",80129474,80128536,78
"204",80129495,80121947,39
"205",80129481,80121997,31
"206",80129480,80121997,3
"207",80129476,80129474,3
"208",80129495,80123680,0
"209",80129491,80123876,196
"210",80129479,80128466,58
"211",80129497,80128467,15
"212",80129497,80129494,14
"213",80129483,80124035,3
"214",80129487,80124041,1
"215",80129472,80124046,33
"216",80129473,80124047,84
"217",80129474,80124048,47
"218",80129475,80124049,62
"219",80129476,80127981,-546
"220",80129483,80129448,41
"221",80129489,80128471,2
"222",80129490,80128471,1
"223",80129492,80129487,431
"224",80129476,80129486,58
"225",80129473,80129472,56
"226",80129486,80129475,10
"227",80129481,80128471,29
"228",80129487,80129478,110
"229",80129495,80129492,64
"230",80129496,80129493,42
"231",80129497,80129496,24
"232",80129454,80129447,3
"233",80129447,80129438,-18
"234",80129454,80129445,-63
"235",65805322,65805323,49
"236",65805323,65805321,-15
"237",65805336,65805339,0
"238",65805339,65805333,7
"239",65805335,65805338,31
"240",65805338,65805332,7
"241",65805347,65805349,25
"242",65805349,65805345,-10
"243",65805348,65805350,70
"244",65805350,65805346,528
"245",80129509,80121996,467
"246",80129509,80124045,213
"247",80129509,80119118,59
"248",80129507,80121318,47
"249",80129507,80121404,64
"250",80129508,80121395,1
"251",80129507,80121395,1
"252",80129508,80121398,-1
"253",80129507,80121398,1
"254",80129508,80121401,462
"255",80129507,80121401,0
"256",80129508,80121408,319
"257",80129508,80121406,18
"258",80129507,80121406,1
"259",80129507,80121408,3
"260",80129507,80121417,0
"261",80129507,80121425,1
"262",80129507,80121431,0
"263",80129507,80122043,0
"264",80129507,80122282,7
"265",80129507,80122345,-1
"266",80129507,80122346,5
"267",80129508,80122531,-57
"268",80129508,80122525,-4
"269",80129509,80122475,6
"270",80129509,80122725,1
"271",80129509,80123295,3
"272",80129509,80123296,0
"273",80129509,80123297,186
"274",80129509,80123298,7
"275",80129509,80123299,24
"276",80129509,80123300,221
"277",80129509,80123301,0
"278",80129509,80123310,21
"279",80129509,80123311,70
"280",80129509,80123312,-10
"281",80129509,80123321,-58
"282",80129509,80123322,21
"283",80129509,80123323,-7
"284",80129509,80123324,6
"285",80129509,80123325,1
"286",80129509,80123328,131
"287",80129509,80123294,-15
"288",80129509,80123331,-20
"289",80129508,80122798,0
"290",80129508,80128469,63
"291",80129508,80122803,47
"292",80129508,80128088,7
"293",80129507,80123499,-49
"294",80129508,80123615,56
"295",80129508,80126333,94
"296",80129508,80126332,125
"297",80129508,80126335,55
"298",80129508,80126329,441
"299",80129508,80126330,6
"300",80129508,80126334,40
"301",80129509,80127878,0
"302",80129509,80123721,4
"303",80129509,80123710,116
"304",80129509,80123709,91
"305",80129509,80123708,3
"306",80129509,80123717,0
"307",80129509,80123719,0
"308",80129509,80123711,10
"309",80129509,80123712,2
"310",80129509,80123713,-30
"311",80129509,80127877,7
"312",80129509,80127880,24
"313",80129509,80127881,173
"314",80129509,80127882,0
"315",80129509,80127883,81
"316",80129509,80123720,10
"317",80129509,80123715,97
"318",80129509,80123716,1
"319",80129509,80123722,24
"320",80129509,80123714,-4
"321",80129509,80123723,-39
"322",80129509,80123718,0
"323",80129509,80127884,1
"324",80129509,80127886,-45
"325",80129509,80123724,4
"326",80129509,80127885,-28
"327",80129509,80127887,1047
"328",80129509,80127888,16
"329",80129509,80127889,97
"330",80129509,80127890,7
"331",80129509,80127891,1
"332",80129509,80127892,45
"333",80129509,80127893,-106
"334",80129509,80127894,3
"335",80129509,80127895,-31
"336",80129509,80127896,183
"337",80129509,80127897,-8
"338",80129509,80127898,271
"339",80129509,80127899,0
"340",80129509,80123890,3
"341",80129508,80123832,-49
"342",80129508,80123833,28
"343",80129507,80123833,119
"344",80129507,80128049,14
"345",80129508,80128049,91
"346",80129508,80123834,3
"347",80129507,80123834,35
"348",80129508,80123876,145
"349",80129508,80123877,-25
"350",80129508,80129491,14
"351",80129508,80129489,115
"352",80129508,80129490,287
"353",80129507,80128189,0
"354",80129508,80126182,-10
"355",80129508,80129488,3
"356",80129507,80127442,49
"357",80129507,80127444,-96
"358",80129508,80127443,341
"359",80129508,80127445,-24
"360",80129507,80128468,0
"361",80129507,80128150,1
"362",80129508,80129507,52
"363",80129509,80129508,-8
"364",80129508,80128547,6
"365",80129507,80129486,24
"366",80129508,80128549,57
"367",80129508,80129486,4
"368",80129508,80129481,10
"369",80129508,80128539,-53
"370",80129508,80128537,0
"371",80129507,80129483,3
"372",80118925,80121419,0
"373",80118905,80129656,166
"374",80121147,80121946,-18
"375",80122770,80118925,8
"376",80121946,80118925,60
"377",80118925,80118923,34
"378",80118925,80118926,-29
"379",80121319,80118944,33
"380",80118944,80129639,-2
"381",80121162,80129639,-25
"382",80121319,80129639,-3
"383",80121391,80121390,39
"384",80121609,80129516,-25
"385",80121610,80129516,-180
"386",80121609,80129515,49
"387",80121610,80129515,-28
"388",80122544,80129568,28
"389",80122801,80121714,-4
"390",80122801,80121622,273
"391",80122801,80121623,42
"392",80121608,80129879,78
"393",80121608,80126315,47
"394",80121714,80121608,-4
"395",80121714,80121607,-86
"396",80121716,80121609,-15
"397",80121610,80127828,-4
"398",80121716,80121610,12
"399",80121714,80129879,550
"400",80121714,80126315,-6
"401",80121716,80127828,144
"402",80121936,80121716,5
"403",80121836,80121715,28
"404",80121623,80121716,336
"405",80121622,80121715,200
"406",80121624,80129656,390
"407",80122546,80123679,-15
"408",80122553,80123679,-162
"409",80121680,80129517,279
"410",80121713,80129641,154
"411",80121710,80121713,-3
"412",80121711,80121710,-34
"413",80121712,80121711,62
"414",80122801,80121871,4
"415",80121838,80121835,-13
"416",80121835,80121837,17
"417",80121837,80121836,0
"418",80121838,80121840,287
"419",80121850,80129516,1
"420",80121849,80121850,0
"421",80121941,80121849,-31
"422",80121938,80126328,-13
"423",80122265,80129873,3
"424",80122721,80129873,-20
"425",80121936,80127828,99
"426",80121937,80121936,177
"427",80122255,80121938,160
"428",80121940,80129879,7
"429",80121940,80129516,11
"430",80121941,80121940,-7
"431",80121942,80129516,0
"432",80121943,80121942,1
"433",80122265,80122315,-5
"434",80122260,80122259,0
"435",80122257,80123197,276
"436",80122260,80122258,103
"437",80122258,80123197,-54
"438",80122259,80122258,166
"439",80122256,80129652,3
"440",80122256,80129518,191
"441",80122264,80122265,237
"442",80122261,80122264,2
"443",80122262,80122261,45
"444",80122263,80122262,-32
"445",80122544,80127944,-175
"446",80122542,80123674,2
"447",80122801,80122549,63
"448",80122801,80122550,12
"449",80122801,80122551,3
"450",80122801,80122555,-25
"451",80122801,80122554,1
"452",80122801,80122553,108
"453",80122551,80122544,60
"454",80122549,80122542,31
"455",80122553,80122546,203
"456",80122543,80123675,196
"457",80122550,80122543,2
"458",80122547,80123676,-1
"459",80122554,80122547,4
"460",80122548,80123677,-25
"461",80122555,80122548,-1
"462",80122801,80129885,101
"463",80122801,80123679,1
"464",80122801,80126421,-20
"465",80126315,80129637,3
"466",80126317,80129631,28
"467",80126321,80126317,-243
"468",80123394,80126316,-25
"469",80123394,80126322,1
"470",80126315,80123394,247
"471",80126421,80121319,15
"472",80127670,80123739,22
"473",80127752,80121391,208
"474",80127670,80129835,219
"475",80123739,80121946,-83
"476",80123739,80129566,-45
"477",80126314,80129841,-4
"478",80126327,80121624,-8
"479",80123679,80121712,-4
"480",80127752,80121680,17
"481",80127413,80122256,203
"482",80127670,80122630,14
"483",80123406,80129662,94
"484",80123200,80122721,3
"485",80127752,80123409,-5
"486",80127413,80129518,3
"487",80123200,80129593,-1
"488",80123197,80123180,14
"489",80123200,80123201,-8
"490",80123406,80127828,175
"491",80123407,80123406,108
"492",80123408,80127413,0
"493",80123409,80123408,38
"494",80123675,80126295,211
"495",80123676,80129563,-65
"496",80123679,80129512,13
"497",80127752,80127867,-1
"498",80127752,80127871,206
