"","Source","Target","FreeFloat"
"1",64910733,64910735,0
"2",64910685,64910777,20
"3",64910685,64910797,-309
"4",64910685,64913024,14
"5",64910685,64911921,-25
"6",64910686,64913024,185
"7",64910727,64913025,22
"8",64910797,64911988,0
"9",64910772,64913024,-4
"10",64910685,64911923,203
"11",64910684,64910685,185
"12",64910685,64910686,11
"13",64910795,64911988,34
"14",64910809,64911988,227
"15",64910686,64912347,14
"16",64910686,64912025,3
"17",64910686,64911972,7
"18",64910685,64911977,139
"19",64910685,64911979,-35
"20",64910686,64911978,-4
"21",64910686,64911980,26
"22",64910772,64912637,44
"23",64910685,64910810,-8
"24",64910685,64911868,2
"25",64910727,64910741,15
"26",64910777,64910781,91
"27",64910797,64910807,3
"28",64910813,64910822,3
"29",64910694,64911924,-21
"30",64910685,64910795,0
"31",64910685,64910809,0
"32",64910685,64910808,1
"33",64910685,64910823,206
"34",64910808,64910823,2
"35",64910694,64910810,0
"36",64910793,64910806,283
"37",64910806,64910821,214
"38",64910686,64912523,-133
"39",64910685,64912523,0
"40",64910685,64912521,29
"41",64910686,64912521,0
"42",64910686,64912354,164
"43",64910685,64912354,3
"44",64910685,64912420,0
"45",64910684,64910694,46
"46",64910684,64912751,14
"47",64910684,64912752,154
"48",64910684,64912753,217
"49",64910684,64912754,406
"50",64910684,64912755,14
"51",64910684,64912756,-8
"52",64910684,64912757,133
"53",64910684,64912758,10
"54",64910684,64912759,1
"55",64910684,64912760,14
"56",64910684,64912761,227
"57",64910684,64912762,-91
"58",64910684,64912722,247
"59",64910684,64912724,-15
"60",64910684,64912734,-4
"61",64910684,64912723,1
"62",64910684,64912725,191
"63",64910684,64912740,7
"64",64910684,64912735,25
"65",64910684,64912744,3
"66",64910684,64912736,83
"67",64910684,64912742,233
"68",64910684,64912743,49
"69",64910684,64912738,0
"70",64910684,64912728,175
"71",64910684,64912745,47
"72",64910684,64912746,238
"73",64910684,64912747,0
"74",64910684,64912739,-45
"75",64910684,64912741,18
"76",64910684,64912750,18
"77",64910684,64912749,14
"78",64910684,64912748,24
"79",64910684,64912737,22
"80",64910685,64910793,31
"81",64910685,64910806,0
"82",64910685,64910821,50
"83",64910685,64910792,0
"84",64910685,64910805,83
"85",64910685,64910794,7
"86",64910685,64910783,-14
"87",64910685,64912418,3
"88",64910685,64911917,-4
"89",64910694,64911990,36
"90",64910685,64911992,-168
"91",64910823,64911868,1
"92",64910684,64912917,9
"93",64910684,64912897,-53
"94",64910684,64912885,1
"95",64910684,64912869,237
"96",64910684,64912873,-4
"97",64910684,64912861,1
"98",64910684,64912889,171
"99",64910684,64912881,9
"100",64910684,64912893,164
"101",64910684,64912909,65
"102",64910684,64912913,81
"103",64910684,64912905,46
"104",64910684,64912921,0
"105",64910684,64912933,35
"106",64910684,64912929,3
"107",64910684,64912877,-7
"108",64910751,64910752,-54
"109",64910694,64910751,83
"110",64910694,64911881,80
"111",64910694,64911856,90
"112",64910684,64910696,52
"113",64910696,64910685,476
"114",64910685,64912932,0
"115",64910685,64912912,-15
"116",64910694,64911992,-3
"117",64910793,64912031,-1
"118",64910792,64912031,-7
"119",64910805,64912031,0
"120",64910806,64912031,128
"121",64910821,64912031,98
"122",64910686,64911984,73
"123",64910813,64910713,49
"124",64910797,64910713,189
"125",64910697,64909670,0
"126",64910697,64910717,1
"127",64910698,64909668,-9
"128",64910686,64909669,637
"129",64910696,64910710,210
"130",64910686,64911996,-7
"131",64910686,64912003,136
"132",64910686,64912009,0
"133",64910686,64912763,24
"134",64910686,64912775,0
"135",64910685,64912775,28
"136",64910685,64912763,105
"137",64910686,64912766,135
"138",64910685,64912766,163
"139",64910686,64912769,266
"140",64910685,64912769,-14
"141",64910686,64912772,49
"142",64910685,64912772,1
"143",64910686,64912777,15
"144",64910686,64912017,161
"145",80128538,80124042,123
"146",80128535,80123438,77
"147",80128531,80122623,-53
"148",80128535,80121109,186
"149",80128535,80121110,3
"150",80128532,80119114,0
"151",80128539,80119114,-4
"152",80128508,80119114,-6
"153",80128528,80128500,25
"154",80128545,80121517,267
"155",80128532,80128496,224
"156",80128539,80128496,49
"157",80128532,80128535,92
"158",80128536,80128521,-11
"159",80128532,80124044,25
"160",80128542,80128538,-210
"161",80128535,80129478,1
"162",80128522,80122640,550
"163",80128540,80123680,140
"164",80128543,80123835,14
"165",80128547,80129497,4
"166",80128547,80128544,3
"167",80128546,80128543,75
"168",80128546,80128545,-18
"169",80128547,80128546,0
"170",80128549,80128546,13
"171",80128548,80129495,-29
"172",80128537,80124038,0
"173",80128536,80124043,1
"174",80128543,80129475,0
"175",80128524,80128520,40
"176",80128541,80128539,28
"177",80128538,80128519,0
"178",80128508,80128507,25
"179",80128545,80128531,35
"180",80128545,80128529,221
"181",80128544,80128537,0
"182",80128545,80128540,28
"183",80128549,80128541,37
"184",80128548,80128542,-11
"185",80128547,80128537,54
"186",80128519,80128518,35
"187",80128531,80128517,1
"188",80128521,80128522,-15
"189",80128517,80128516,-1
"190",80128516,80128507,265
"191",80128517,80128508,-61
"192",80128519,80128510,97
"193",80128522,80128513,93
"194",80128524,80128515,19
"195",80129481,80118912,117
"196",80129474,80121374,-24
"197",80129486,80121374,193
"198",80129483,80128464,244
"199",80129483,80129430,11
"200",80129479,80128464,-4
"201",80129493,80128460,0
"202",80129479,80129483,-179
"203",80129474,80128536,161
"204",80129495,80121947,119
"205",80129481,80121997,14
"206",80129480,80121997,-29
"207",80129476,80129474,91
"208",80129495,80123680,-19
"209",80129491,80123876,120
"210",80129479,80128466,236
"211",80129497,80128467,-132
"212",80129497,80129494,-95
"213",80129483,80124035,-30
"214",80129487,80124041,49
"215",80129472,80124046,86
"216",80129473,80124047,-1
"217",80129474,80124048,8
"218",80129475,80124049,467
"219",80129476,80127981,-4
"220",80129483,80129448,21
"221",80129489,80128471,-59
"222",80129490,80128471,101
"223",80129492,80129487,0
"224",80129476,80129486,89
"225",80129473,80129472,1
"226",80129486,80129475,74
"227",80129481,80128471,3
"228",80129487,80129478,59
"229",80129495,80129492,-7
"230",80129496,80129493,172
"231",80129497,80129496,80
"232",80129454,80129447,6
"233",80129447,80129438,3
"234",80129454,80129445,1
"235",65805322,65805323,82
"236",65805323,65805321,116
"237",65805336,65805339,0
"238",65805339,65805333,214
"239",65805335,65805338,-9
"240",65805338,65805332,0
"241",65805347,65805349,42
"242",65805349,65805345,12
"243",65805348,65805350,168
"244",65805350,65805346,-53
"245",80129509,80121996,-50
"246",80129509,80124045,7
"247",80129509,80119118,41
"248",80129507,80121318,63
"249",80129507,80121404,-30
"250",80129508,80121395,47
"251",80129507,80121395,-25
"252",80129508,80121398,15
"253",80129507,80121398,1
"254",80129508,80121401,1
"255",80129507,80121401,5
"256",80129508,80121408,-46
"257",80129508,80121406,9
"258",80129507,80121406,10
"259",80129507,80121408,37
"260",80129507,80121417,60
"261",80129507,80121425,-7
"262",80129507,80121431,-15
"263",80129507,80122043,-265
"264",80129507,80122282,421
"265",80129507,80122345,38
"266",80129507,80122346,-2
"267",80129508,80122531,0
"268",80129508,80122525,262
"269",80129509,80122475,-53
"270",80129509,80122725,16
"271",80129509,80123295,1
"272",80129509,80123296,-119
"273",80129509,80123297,-59
"274",80129509,80123298,-35
"275",80129509,80123299,-11
"276",80129509,80123300,25
"277",80129509,80123301,-161
"278",80129509,80123310,38
"279",80129509,80123311,12
"280",80129509,80123312,1
"281",80129509,80123321,213
"282",80129509,80123322,518
"283",80129509,80123323,62
"284",80129509,80123324,32
"285",80129509,80123325,-46
"286",80129509,80123328,-18
"287",80129509,80123294,45
"288",80129509,80123331,218
"289",80129508,80122798,43
"290",80129508,80128469,-1
"291",80129508,80122803,-28
"292",80129508,80128088,3
"293",80129507,80123499,86
"294",80129508,80123615,49
"295",80129508,80126333,42
"296",80129508,80126332,39
"297",80129508,80126335,25
"298",80129508,80126329,77
"299",80129508,80126330,33
"300",80129508,80126334,0
"301",80129509,80127878,-29
"302",80129509,80123721,145
"303",80129509,80123710,-11
"304",80129509,80123709,20
"305",80129509,80123708,3
"306",80129509,80123717,-28
"307",80129509,80123719,-2
"308",80129509,80123711,10
"309",80129509,80123712,1
"310",80129509,80123713,175
"311",80129509,80127877,49
"312",80129509,80127880,143
"313",80129509,80127881,0
"314",80129509,80127882,45
"315",80129509,80127883,154
"316",80129509,80123720,175
"317",80129509,80123715,111
"318",80129509,80123716,-18
"319",80129509,80123722,10
"320",80129509,80123714,1
"321",80129509,80123723,61
"322",80129509,80123718,0
"323",80129509,80127884,6
"324",80129509,80127886,88
"325",80129509,80123724,52
"326",80129509,80127885,56
"327",80129509,80127887,1
"328",80129509,80127888,17
"329",80129509,80127889,0
"330",80129509,80127890,17
"331",80129509,80127891,159
"332",80129509,80127892,3
"333",80129509,80127893,22
"334",80129509,80127894,10
"335",80129509,80127895,49
"336",80129509,80127896,1
"337",80129509,80127897,112
"338",80129509,80127898,7
"339",80129509,80127899,325
"340",80129509,80123890,0
"341",80129508,80123832,-34
"342",80129508,80123833,1
"343",80129507,80123833,-6
"344",80129507,80128049,1
"345",80129508,80128049,3
"346",80129508,80123834,32
"347",80129507,80123834,111
"348",80129508,80123876,302
"349",80129508,80123877,-4
"350",80129508,80129491,0
"351",80129508,80129489,-214
"352",80129508,80129490,45
"353",80129507,80128189,-14
"354",80129508,80126182,-1
"355",80129508,80129488,62
"356",80129507,80127442,13
"357",80129507,80127444,46
"358",80129508,80127443,-31
"359",80129508,80127445,1
"360",80129507,80128468,7
"361",80129507,80128150,-25
"362",80129508,80129507,-72
"363",80129509,80129508,238
"364",80129508,80128547,-308
"365",80129507,80129486,19
"366",80129508,80128549,24
"367",80129508,80129486,60
"368",80129508,80129481,165
"369",80129508,80128539,628
"370",80129508,80128537,161
"371",80129507,80129483,371
"372",80118925,80121419,350
"373",80118905,80129656,3
"374",80121147,80121946,44
"375",80122770,80118925,26
"376",80121946,80118925,-4
"377",80118925,80118923,1
"378",80118925,80118926,-4
"379",80121319,80118944,172
"380",80118944,80129639,-15
"381",80121162,80129639,23
"382",80121319,80129639,90
"383",80121391,80121390,-11
"384",80121609,80129516,16
"385",80121610,80129516,392
"386",80121609,80129515,1
"387",80121610,80129515,0
"388",80122544,80129568,10
"389",80122801,80121714,-14
"390",80122801,80121622,46
"391",80122801,80121623,87
"392",80121608,80129879,73
"393",80121608,80126315,63
"394",80121714,80121608,24
"395",80121714,80121607,-24
"396",80121716,80121609,1
"397",80121610,80127828,1282
"398",80121716,80121610,4
"399",80121714,80129879,1
"400",80121714,80126315,85
"401",80121716,80127828,47
"402",80121936,80121716,74
"403",80121836,80121715,-7
"404",80121623,80121716,199
"405",80121622,80121715,1
"406",80121624,80129656,235
"407",80122546,80123679,-4
"408",80122553,80123679,3
"409",80121680,80129517,-56
"410",80121713,80129641,0
"411",80121710,80121713,-4
"412",80121711,80121710,-10
"413",80121712,80121711,34
"414",80122801,80121871,-161
"415",80121838,80121835,132
"416",80121835,80121837,1
"417",80121837,80121836,-90
"418",80121838,80121840,0
"419",80121850,80129516,15
"420",80121849,80121850,49
"421",80121941,80121849,22
"422",80121938,80126328,-202
"423",80122265,80129873,5
"424",80122721,80129873,12
"425",80121936,80127828,0
"426",80121937,80121936,202
"427",80122255,80121938,56
"428",80121940,80129879,22
"429",80121940,80129516,-1
"430",80121941,80121940,0
"431",80121942,80129516,-9
"432",80121943,80121942,68
"433",80122265,80122315,28
"434",80122260,80122259,3
"435",80122257,80123197,28
"436",80122260,80122258,71
"437",80122258,80123197,1
"438",80122259,80122258,-26
"439",80122256,80129652,176
"440",80122256,80129518,97
"441",80122264,80122265,109
"442",80122261,80122264,3
"443",80122262,80122261,61
"444",80122263,80122262,31
"445",80122544,80127944,50
"446",80122542,80123674,118
"447",80122801,80122549,10
"448",80122801,80122550,0
"449",80122801,80122551,-112
"450",80122801,80122555,1
"451",80122801,80122554,3
"452",80122801,80122553,147
"453",80122551,80122544,318
"454",80122549,80122542,-32
"455",80122553,80122546,3
"456",80122543,80123675,20
"457",80122550,80122543,81
"458",80122547,80123676,84
"459",80122554,80122547,0
"460",80122548,80123677,-11
"461",80122555,80122548,-279
"462",80122801,80129885,0
"463",80122801,80123679,-3
"464",80122801,80126421,-4
"465",80126315,80129637,73
"466",80126317,80129631,34
"467",80126321,80126317,203
"468",80123394,80126316,140
"469",80123394,80126322,-57
"470",80126315,80123394,0
"471",80126421,80121319,1
"472",80127670,80123739,39
"473",80127752,80121391,227
"474",80127670,80129835,-31
"475",80123739,80121946,101
"476",80123739,80129566,-4
"477",80126314,80129841,1
"478",80126327,80121624,1
"479",80123679,80121712,253
"480",80127752,80121680,210
"481",80127413,80122256,95
"482",80127670,80122630,3
"483",80123406,80129662,20
"484",80123200,80122721,23
"485",80127752,80123409,-146
"486",80127413,80129518,3
"487",80123200,80129593,122
"488",80123197,80123180,35
"489",80123200,80123201,48
"490",80123406,80127828,88
"491",80123407,80123406,98
"492",80123408,80127413,0
"493",80123409,80123408,-91
"494",80123675,80126295,0
"495",80123676,80129563,82
"496",80123679,80129512,-15
"497",80127752,80127867,-27
"498",80127752,80127871,84
"499",80124098,80126321,17
"500",80127752,80124097,-14
"501",80124094,80124098,-60
"502",80124095,80124094,318
"503",80124096,80124095,3
"504",80124097,80124096,81
"505",80127665,80127666,-7
"506",80126314,80126320,122
"507",80126314,80129840,169
"508",80126319,80126315,-7
"509",80126322,80129636,94
"510",80126320,80126321,1
"511",80126319,80126320,-46
"512",80126327,80129656,7
"513",80126328,80126327,47
"514",80126419,80127829,1
"515",80126420,80129883,1
"516",80126421,80129884,164
"517",80127752,80127413,133
"518",80127752,80129588,-15
"519",80127752,80129581,-9
"520",80127752,80129576,1
"521",80127752,80129598,-4
"522",80127752,80129604,57
"523",80127752,80129659,14
"524",80127752,80129677,-28
"525",80127752,80129616,445
"526",80127752,80129651,-25
"527",80127752,80129625,4
"528",80127743,80129518,46
"529",80127745,80127830,274
"530",80127746,80127830,48
"531",80127750,80127830,180
"532",80127747,80127830,-51
"533",80127749,80127830,2
"534",80127751,80127830,62
"535",80127745,80129519,101
"536",80127746,80129519,224
"537",80127750,80129519,-7
"538",80127747,80129519,3
"539",80127749,80129519,-4
"540",80127751,80129519,115
"541",80127752,80127745,49
"542",80127752,80127746,28
"543",80127752,80127750,1
"544",80127752,80127747,-29
"545",80127752,80127749,32
"546",80127752,80127751,143
"547",80127752,80127756,-51
"548",80127752,80127760,0
"549",80127752,80127764,228
"550",80127752,80127776,-2
"551",80127752,80127780,-4
"552",80127752,80127788,42
"553",80127752,80127784,10
"554",80127752,80127796,0
"555",80127752,80127792,-59
"556",80127752,80127812,70
"557",80127752,80127808,28
"558",80127752,80127804,1
"559",80127752,80127800,164
"560",80127752,80127816,75
"561",80127752,80127824,27
"562",80127752,80127820,0
"563",80129566,80121432,84
"564",80127950,80129637,9
"565",80129637,80126322,1
"566",80127828,80118905,414
"567",80129610,80118947,7
"568",80129517,80129873,14
"569",80129519,80127670,-49
"570",80129517,80122260,17
"571",80127844,80121946,3
"572",80129596,80127665,186
"573",80129512,80129639,-14
"574",80127830,80126419,1
"575",80129613,80129596,-4
"576",80129613,80129518,224
"577",80129610,80121940,1
"578",80127860,80121941,0
"579",80127860,80121943,46
"580",80129517,80129515,1
"581",80127856,80122721,-91
"582",80127848,80129565,28
"583",80127959,80122258,1
"584",80129620,80127867,550
"585",80127955,80123200,28
"586",80129623,80129648,108
"587",80129621,80129644,0
"588",80129618,80122265,-195
"589",80129596,80129873,1
"590",80127828,80129662,-93
"591",80129519,80129647,1
"592",80127960,80129658,-118
"593",80127830,80129658,-77
"594",80129639,80122631,147
"595",80129519,80122630,105
"596",80129623,80129881,63
"597",80129515,80129516,32
"598",80127860,80129612,28
"599",80127859,80127855,-1
"600",80127962,80123200,75
"601",80129610,80129879,70
"602",80129513,80122770,-30
"603",80129604,80129600,4
"604",80129609,80129657,28
"605",80129622,80129881,23
"606",80127831,80123407,1
"607",80129612,80129610,-44
"608",80129610,80129516,3
"609",80127817,80127959,-18
"610",80129639,80126319,143
"611",80129611,80129667,111
"612",80129624,80129650,-9
"613",80129575,80129580,3
"614",80129580,80129587,-40
"615",80129518,80129843,93
"616",80129519,80127743,143
"617",80127785,80127952,24
"618",80127781,80127950,0
"619",80127793,80127957,284
"620",80127809,80127961,-25
"621",80127805,80127958,-126
"622",80127801,80127955,49
"623",80127797,80127962,1
"624",80127813,80127960,22
"625",80127821,80127963,136
"626",80127779,80127778,56
"627",80127780,80127779,5
"628",80127782,80127781,7
"629",80127783,80127782,-2
"630",80127784,80127783,17
"631",80127786,80127785,-8
"632",80127787,80127786,1
"633",80127788,80127787,-3
"634",80127792,80127791,103
"635",80127794,80127793,-135
"636",80127795,80127794,15
"637",80127796,80127795,-11
"638",80127798,80127797,-28
"639",80127799,80127798,0
"640",80127800,80127799,0
"641",80127802,80127801,-35
"642",80127803,80127802,10
"643",80127804,80127803,136
"644",80127806,80127805,86
"645",80127807,80127806,297
"646",80127808,80127807,542
"647",80127810,80127809,4
"648",80127811,80127810,34
"649",80127812,80127811,532
"650",80127814,80127813,51
"651",80127815,80127814,46
"652",80127816,80127815,-5
"653",80127818,80127817,3
"654",80127819,80127818,1
"655",80127820,80127819,43
"656",80127822,80127821,-46
"657",80127823,80127822,93
"658",80127824,80127823,-21
"659",80127826,80127825,-14
"660",80127827,80127826,20
"661",80127825,80129674,239
"662",80127828,80129661,1
"663",80127830,80129669,-2
"664",80127831,80129658,1
"665",80127831,80127830,-13
"666",80127832,80127831,24
"667",80127833,80127832,10
"668",80127864,80129622,1
"669",80127860,80129610,4
"670",80127845,80127844,35
"671",80127846,80127845,-60
"672",80127847,80127846,1
