"","Source","Target","FreeFloat"
"1",64910733,64910735,194
"2",64910685,64910777,53
"3",64910685,64910797,0
"4",64910685,64913024,16
"5",64910685,64911921,10
"6",64910686,64913024,44
"7",64910727,64913025,14
"8",64910797,64911988,41
"9",64910772,64913024,6
"10",64910685,64911923,59
"11",64910684,64910685,333
"12",64910685,64910686,53
"13",64910795,64911988,0
"14",64910809,64911988,63
"15",64910686,64912347,0
"16",64910686,64912025,39
"17",64910686,64911972,228
"18",64910685,64911977,0
"19",64910685,64911979,210
"20",64910686,64911978,1
"21",64910686,64911980,1
"22",64910772,64912637,0
"23",64910685,64910810,48
"24",64910685,64911868,1
"25",64910727,64910741,0
"26",64910777,64910781,-10
"27",64910797,64910807,60
"28",64910813,64910822,0
"29",64910694,64911924,0
"30",64910685,64910795,154
"31",64910685,64910809,-114
"32",64910685,64910808,-10
"33",64910685,64910823,1
"34",64910808,64910823,-15
"35",64910694,64910810,47
"36",64910793,64910806,1
"37",64910806,64910821,7
"38",64910686,64912523,14
"39",64910685,64912523,1
"40",64910685,64912521,66
"41",64910686,64912521,1
"42",64910686,64912354,-87
"43",64910685,64912354,-125
"44",64910685,64912420,34
"45",64910684,64910694,339
"46",64910684,64912751,168
"47",64910684,64912752,3
"48",64910684,64912753,-4
"49",64910684,64912754,65
"50",64910684,64912755,-2
"51",64910684,64912756,11
"52",64910684,64912757,8
"53",64910684,64912758,-11
"54",64910684,64912759,81
"55",64910684,64912760,-25
"56",64910684,64912761,1
"57",64910684,64912762,252
"58",64910684,64912722,1
"59",64910684,64912724,33
"60",64910684,64912734,0
"61",64910684,64912723,0
"62",64910684,64912725,1
"63",64910684,64912740,0
"64",64910684,64912735,35
"65",64910684,64912744,205
"66",64910684,64912736,0
"67",64910684,64912742,3
"68",64910684,64912743,-2
"69",64910684,64912738,0
"70",64910684,64912728,0
"71",64910684,64912745,38
"72",64910684,64912746,-9
"73",64910684,64912747,227
"74",64910684,64912739,66
"75",64910684,64912741,42
"76",64910684,64912750,57
"77",64910684,64912749,84
"78",64910684,64912748,-53
"79",64910684,64912737,161
"80",64910685,64910793,1
"81",64910685,64910806,-7
"82",64910685,64910821,-8
"83",64910685,64910792,45
"84",64910685,64910805,35
"85",64910685,64910794,-173
"86",64910685,64910783,-5
"87",64910685,64912418,128
"88",64910685,64911917,-2
"89",64910694,64911990,1
"90",64910685,64911992,-9
"91",64910823,64911868,-4
"92",64910684,64912917,129
"93",64910684,64912897,-43
"94",64910684,64912885,1
"95",64910684,64912869,5
"96",64910684,64912873,-1
"97",64910684,64912861,14
"98",64910684,64912889,3
"99",64910684,64912881,-8
"100",64910684,64912893,-212
"101",64910684,64912909,-4
"102",64910684,64912913,17
"103",64910684,64912905,9
"104",64910684,64912921,4
"105",64910684,64912933,101
"106",64910684,64912929,-3
"107",64910684,64912877,-10
"108",64910751,64910752,10
"109",64910694,64910751,-51
"110",64910694,64911881,31
"111",64910694,64911856,3
"112",64910684,64910696,39
"113",64910696,64910685,45
"114",64910685,64912932,3
"115",64910685,64912912,9
"116",64910694,64911992,441
"117",64910793,64912031,14
"118",64910792,64912031,7
"119",64910805,64912031,-38
"120",64910806,64912031,64
"121",64910821,64912031,65
"122",64910686,64911984,145
"123",64910813,64910713,-2
"124",64910797,64910713,58
"125",64910697,64909670,16
"126",64910697,64910717,150
"127",64910698,64909668,98
"128",64910686,64909669,150
"129",64910696,64910710,1
"130",64910686,64911996,1
"131",64910686,64912003,0
"132",64910686,64912009,32
"133",64910686,64912763,112
"134",64910686,64912775,227
"135",64910685,64912775,126
"136",64910685,64912763,126
"137",64910686,64912766,93
"138",64910685,64912766,4
"139",64910686,64912769,221
"140",64910685,64912769,-69
"141",64910686,64912772,123
"142",64910685,64912772,31
"143",64910686,64912777,6
"144",64910686,64912017,101
"145",80128538,80124042,406
"146",80128535,80123438,-4
"147",80128531,80122623,356
"148",80128535,80121109,26
"149",80128535,80121110,224
"150",80128532,80119114,24
"151",80128539,80119114,49
"152",80128508,80119114,0
"153",80128528,80128500,-20
"154",80128545,80121517,105
"155",80128532,80128496,3
"156",80128539,80128496,1
"157",80128532,80128535,4
"158",80128536,80128521,1
"159",80128532,80124044,-1
"160",80128542,80128538,6
"161",80128535,80129478,31
"162",80128522,80122640,78
"163",80128540,80123680,-1
"164",80128543,80123835,7
"165",80128547,80129497,16
"166",80128547,80128544,78
"167",80128546,80128543,-14
"168",80128546,80128545,0
"169",80128547,80128546,186
"170",80128549,80128546,4
"171",80128548,80129495,1
"172",80128537,80124038,-151
"173",80128536,80124043,3
"174",80128543,80129475,-46
"175",80128524,80128520,1
"176",80128541,80128539,18
"177",80128538,80128519,16
"178",80128508,80128507,0
"179",80128545,80128531,1
"180",80128545,80128529,-24
"181",80128544,80128537,1
"182",80128545,80128540,20
"183",80128549,80128541,-220
"184",80128548,80128542,26
"185",80128547,80128537,17
"186",80128519,80128518,-26
"187",80128531,80128517,80
"188",80128521,80128522,-18
"189",80128517,80128516,494
"190",80128516,80128507,1
"191",80128517,80128508,14
"192",80128519,80128510,193
"193",80128522,80128513,189
"194",80128524,80128515,33
"195",80129481,80118912,6
"196",80129474,80121374,36
"197",80129486,80121374,-96
"198",80129483,80128464,62
"199",80129483,80129430,54
"200",80129479,80128464,-37
"201",80129493,80128460,63
"202",80129479,80129483,1
"203",80129474,80128536,-21
"204",80129495,80121947,-97
"205",80129481,80121997,-27
"206",80129480,80121997,237
"207",80129476,80129474,-28
"208",80129495,80123680,-84
"209",80129491,80123876,0
"210",80129479,80128466,59
"211",80129497,80128467,143
"212",80129497,80129494,235
"213",80129483,80124035,315
"214",80129487,80124041,192
"215",80129472,80124046,162
"216",80129473,80124047,111
"217",80129474,80124048,24
"218",80129475,80124049,71
"219",80129476,80127981,65
