"","Source","Target","FreeFloat"
"1",64910733,64910735,41
"2",64910685,64910777,1
"3",64910685,64910797,1
"4",64910685,64913024,0
"5",64910685,64911921,1
"6",64910686,64913024,45
"7",64910727,64913025,0
"8",64910797,64911988,3
"9",64910772,64913024,3
"10",64910685,64911923,1
"11",64910684,64910685,3
"12",64910685,64910686,-7
"13",64910795,64911988,3
"14",64910809,64911988,1
"15",64910686,64912347,0
"16",64910686,64912025,-18
"17",64910686,64911972,94
"18",64910685,64911977,105
"19",64910685,64911979,1
"20",64910686,64911978,-22
"21",64910686,64911980,-12
"22",64910772,64912637,619
"23",64910685,64910810,-3
"24",64910685,64911868,3
"25",64910727,64910741,0
"26",64910777,64910781,21
"27",64910797,64910807,340
"28",64910813,64910822,-160
"29",64910694,64911924,291
"30",64910685,64910795,47
"31",64910685,64910809,-14
"32",64910685,64910808,3
"33",64910685,64910823,-14
"34",64910808,64910823,24
"35",64910694,64910810,129
"36",64910793,64910806,14
"37",64910806,64910821,-51
"38",64910686,64912523,1
"39",64910685,64912523,-60
"40",64910685,64912521,54
"41",64910686,64912521,158
"42",64910686,64912354,52
"43",64910685,64912354,7
"44",64910685,64912420,252
"45",64910684,64910694,115
"46",64910684,64912751,3
"47",64910684,64912752,-10
"48",64910684,64912753,22
"49",64910684,64912754,1
"50",64910684,64912755,28
"51",64910684,64912756,-27
"52",64910684,64912757,126
"53",64910684,64912758,93
"54",64910684,64912759,210
"55",64910684,64912760,91
"56",64910684,64912761,43
"57",64910684,64912762,254
"58",64910684,64912722,101
"59",64910684,64912724,-5
"60",64910684,64912734,-9
"61",64910684,64912723,26
"62",64910684,64912725,6
"63",64910684,64912740,567
"64",64910684,64912735,14
"65",64910684,64912744,5
"66",64910684,64912736,-5
"67",64910684,64912742,68
"68",64910684,64912743,17
"69",64910684,64912738,3
"70",64910684,64912728,150
"71",64910684,64912745,3
"72",64910684,64912746,1
"73",64910684,64912747,4
"74",64910684,64912739,1
"75",64910684,64912741,118
"76",64910684,64912750,287
"77",64910684,64912749,35
"78",64910684,64912748,86
"79",64910684,64912737,7
"80",64910685,64910793,1
"81",64910685,64910806,119
"82",64910685,64910821,4
"83",64910685,64910792,287
"84",64910685,64910805,0
"85",64910685,64910794,7
"86",64910685,64910783,-20
"87",64910685,64912418,9
"88",64910685,64911917,-3
"89",64910694,64911990,42
"90",64910685,64911992,2
"91",64910823,64911868,-11
"92",64910684,64912917,65
"93",64910684,64912897,31
"94",64910684,64912885,58
"95",64910684,64912869,3
"96",64910684,64912873,221
"97",64910684,64912861,0
"98",64910684,64912889,93
"99",64910684,64912881,22
"100",64910684,64912893,35
"101",64910684,64912909,-19
"102",64910684,64912913,-9
"103",64910684,64912905,0
"104",64910684,64912921,-102
"105",64910684,64912933,108
"106",64910684,64912929,11
"107",64910684,64912877,59
"108",64910751,64910752,22
"109",64910694,64910751,-33
"110",64910694,64911881,22
"111",64910694,64911856,-16
"112",64910684,64910696,-56
"113",64910696,64910685,167
"114",64910685,64912932,194
"115",64910685,64912912,-8
"116",64910694,64911992,-29
"117",64910793,64912031,143
"118",64910792,64912031,52
"119",64910805,64912031,-9
"120",64910806,64912031,20
"121",64910821,64912031,354
"122",64910686,64911984,55
"123",64910813,64910713,6
"124",64910797,64910713,212
"125",64910697,64909670,28
"126",64910697,64910717,14
"127",64910698,64909668,13
"128",64910686,64909669,-27
"129",64910696,64910710,94
"130",64910686,64911996,29
"131",64910686,64912003,-27
"132",64910686,64912009,35
"133",64910686,64912763,3
"134",64910686,64912775,1
"135",64910685,64912775,-49
"136",64910685,64912763,3
"137",64910686,64912766,7
"138",64910685,64912766,0
"139",64910686,64912769,-17
"140",64910685,64912769,1
"141",64910686,64912772,31
"142",64910685,64912772,372
"143",64910686,64912777,-74
"144",64910686,64912017,40
"145",80128538,80124042,1
"146",80128535,80123438,1
"147",80128531,80122623,-22
"148",80128535,80121109,-11
"149",80128535,80121110,-2
"150",80128532,80119114,40
"151",80128539,80119114,18
"152",80128508,80119114,35
"153",80128528,80128500,-1
"154",80128545,80121517,-44
"155",80128532,80128496,20
"156",80128539,80128496,549
"157",80128532,80128535,-20
"158",80128536,80128521,0
"159",80128532,80124044,209
"160",80128542,80128538,13
"161",80128535,80129478,4
"162",80128522,80122640,63
"163",80128540,80123680,-4
"164",80128543,80123835,11
"165",80128547,80129497,-61
"166",80128547,80128544,5
"167",80128546,80128543,0
"168",80128546,80128545,-3
"169",80128547,80128546,-70
"170",80128549,80128546,-295
"171",80128548,80129495,-102
"172",80128537,80124038,-168
"173",80128536,80124043,15
"174",80128543,80129475,42
"175",80128524,80128520,1
"176",80128541,80128539,-27
"177",80128538,80128519,0
"178",80128508,80128507,185
"179",80128545,80128531,3
"180",80128545,80128529,153
"181",80128544,80128537,-22
"182",80128545,80128540,44
"183",80128549,80128541,6
"184",80128548,80128542,269
"185",80128547,80128537,58
"186",80128519,80128518,14
"187",80128531,80128517,-7
"188",80128521,80128522,62
"189",80128517,80128516,15
"190",80128516,80128507,-3
"191",80128517,80128508,3
"192",80128519,80128510,125
"193",80128522,80128513,77
"194",80128524,80128515,3
"195",80129481,80118912,-98
"196",80129474,80121374,0
"197",80129486,80121374,0
"198",80129483,80128464,-7
"199",80129483,80129430,15
"200",80129479,80128464,3
"201",80129493,80128460,3
"202",80129479,80129483,-16
"203",80129474,80128536,-26
"204",80129495,80121947,162
"205",80129481,80121997,3
"206",80129480,80121997,25
"207",80129476,80129474,24
"208",80129495,80123680,1
"209",80129491,80123876,3
"210",80129479,80128466,178
"211",80129497,80128467,17
"212",80129497,80129494,0
"213",80129483,80124035,0
"214",80129487,80124041,1
"215",80129472,80124046,63
"216",80129473,80124047,624
"217",80129474,80124048,126
"218",80129475,80124049,62
"219",80129476,80127981,32
"220",80129483,80129448,0
"221",80129489,80128471,112
"222",80129490,80128471,13
"223",80129492,80129487,-161
"224",80129476,80129486,224
"225",80129473,80129472,98
"226",80129486,80129475,103
"227",80129481,80128471,5
"228",80129487,80129478,1
"229",80129495,80129492,132
"230",80129496,80129493,235
"231",80129497,80129496,-31
"232",80129454,80129447,16
"233",80129447,80129438,-186
"234",80129454,80129445,-98
"235",65805322,65805323,74
"236",65805323,65805321,1
"237",65805336,65805339,63
"238",65805339,65805333,189
"239",65805335,65805338,-16
"240",65805338,65805332,152
"241",65805347,65805349,-7
"242",65805349,65805345,0
"243",65805348,65805350,-31
"244",65805350,65805346,55
"245",80129509,80121996,60
"246",80129509,80124045,172
"247",80129509,80119118,-6
"248",80129507,80121318,1
"249",80129507,80121404,-9
"250",80129508,80121395,74
"251",80129507,80121395,41
"252",80129508,80121398,305
"253",80129507,80121398,182
"254",80129508,80121401,52
"255",80129507,80121401,162
"256",80129508,80121408,-85
"257",80129508,80121406,290
"258",80129507,80121406,-11
"259",80129507,80121408,-87
"260",80129507,80121417,-13
"261",80129507,80121425,0
"262",80129507,80121431,63
"263",80129507,80122043,101
"264",80129507,80122282,309
"265",80129507,80122345,77
"266",80129507,80122346,-98
"267",80129508,80122531,7
"268",80129508,80122525,129
"269",80129509,80122475,117
"270",80129509,80122725,-142
"271",80129509,80123295,0
"272",80129509,80123296,-21
"273",80129509,80123297,-3
"274",80129509,80123298,1
"275",80129509,80123299,25
"276",80129509,80123300,15
"277",80129509,80123301,41
"278",80129509,80123310,1
"279",80129509,80123311,71
"280",80129509,80123312,340
"281",80129509,80123321,-122
"282",80129509,80123322,1
"283",80129509,80123323,0
"284",80129509,80123324,47
"285",80129509,80123325,-9
"286",80129509,80123328,91
"287",80129509,80123294,3
"288",80129509,80123331,0
"289",80129508,80122798,119
"290",80129508,80128469,31
"291",80129508,80122803,50
"292",80129508,80128088,154
"293",80129507,80123499,90
"294",80129508,80123615,145
"295",80129508,80126333,75
"296",80129508,80126332,3
"297",80129508,80126335,55
"298",80129508,80126329,14
"299",80129508,80126330,10
"300",80129508,80126334,115
"301",80129509,80127878,1
"302",80129509,80123721,-11
"303",80129509,80123710,5
"304",80129509,80123709,-2
"305",80129509,80123708,0
"306",80129509,80123717,1
"307",80129509,80123719,143
"308",80129509,80123711,-65
"309",80129509,80123712,68
"310",80129509,80123713,3
"311",80129509,80127877,96
"312",80129509,80127880,-128
"313",80129509,80127881,67
"314",80129509,80127882,0
"315",80129509,80127883,13
"316",80129509,80123720,1
"317",80129509,80123715,154
"318",80129509,80123716,1
"319",80129509,80123722,53
"320",80129509,80123714,14
"321",80129509,80123723,15
"322",80129509,80123718,80
"323",80129509,80127884,1
"324",80129509,80127886,-15
"325",80129509,80123724,293
"326",80129509,80127885,39
"327",80129509,80127887,4
"328",80129509,80127888,56
"329",80129509,80127889,3
"330",80129509,80127890,-7
"331",80129509,80127891,-198
"332",80129509,80127892,-1
"333",80129509,80127893,2
"334",80129509,80127894,38
"335",80129509,80127895,8
"336",80129509,80127896,35
