"","Source","Target","FreeFloat"
"1",64910733,64910735,1
"2",64910685,64910777,38
"3",64910685,64910797,173
"4",64910685,64913024,7
"5",64910685,64911921,3
"6",64910686,64913024,2
"7",64910727,64913025,6
"8",64910797,64911988,210
"9",64910772,64913024,234
"10",64910685,64911923,-13
"11",64910684,64910685,-11
"12",64910685,64910686,35
"13",64910795,64911988,91
"14",64910809,64911988,0
"15",64910686,64912347,-11
"16",64910686,64912025,1
"17",64910686,64911972,-14
"18",64910685,64911977,125
"19",64910685,64911979,0
"20",64910686,64911978,59
"21",64910686,64911980,45
"22",64910772,64912637,5
"23",64910685,64910810,0
"24",64910685,64911868,-4
"25",64910727,64910741,294
"26",64910777,64910781,0
"27",64910797,64910807,14
"28",64910813,64910822,1
"29",64910694,64911924,101
"30",64910685,64910795,12
"31",64910685,64910809,-49
"32",64910685,64910808,12
"33",64910685,64910823,-74
"34",64910808,64910823,228
"35",64910694,64910810,1
"36",64910793,64910806,142
"37",64910806,64910821,28
"38",64910686,64912523,7
"39",64910685,64912523,49
"40",64910685,64912521,-9
"41",64910686,64912521,55
"42",64910686,64912354,-64
"43",64910685,64912354,1
"44",64910685,64912420,17
"45",64910684,64910694,58
"46",64910684,64912751,101
"47",64910684,64912752,24
"48",64910684,64912753,3
"49",64910684,64912754,19
"50",64910684,64912755,-1
"51",64910684,64912756,133
"52",64910684,64912757,226
"53",64910684,64912758,16
"54",64910684,64912759,115
"55",64910684,64912760,145
"56",64910684,64912761,-181
"57",64910684,64912762,-2
"58",64910684,64912722,25
"59",64910684,64912724,-3
"60",64910684,64912734,-4
"61",64910684,64912723,12
"62",64910684,64912725,595
"63",64910684,64912740,36
"64",64910684,64912735,54
"65",64910684,64912744,-118
"66",64910684,64912736,1
"67",64910684,64912742,-7
"68",64910684,64912743,115
"69",64910684,64912738,9
"70",64910684,64912728,-35
"71",64910684,64912745,45
"72",64910684,64912746,56
"73",64910684,64912747,119
"74",64910684,64912739,0
"75",64910684,64912741,131
"76",64910684,64912750,214
"77",64910684,64912749,90
"78",64910684,64912748,0
"79",64910684,64912737,10
"80",64910685,64910793,167
"81",64910685,64910806,160
"82",64910685,64910821,230
"83",64910685,64910792,32
"84",64910685,64910805,-16
"85",64910685,64910794,29
"86",64910685,64910783,13
"87",64910685,64912418,28
"88",64910685,64911917,17
"89",64910694,64911990,1
"90",64910685,64911992,-15
"91",64910823,64911868,3
"92",64910684,64912917,215
"93",64910684,64912897,3
"94",64910684,64912885,-39
"95",64910684,64912869,-4
"96",64910684,64912873,98
"97",64910684,64912861,-34
"98",64910684,64912889,-106
"99",64910684,64912881,1
"100",64910684,64912893,-15
"101",64910684,64912909,8
"102",64910684,64912913,77
"103",64910684,64912905,0
"104",64910684,64912921,-3
"105",64910684,64912933,0
"106",64910684,64912929,57
"107",64910684,64912877,232
"108",64910751,64910752,26
"109",64910694,64910751,25
"110",64910694,64911881,1
"111",64910694,64911856,1
"112",64910684,64910696,224
"113",64910696,64910685,4
"114",64910685,64912932,1
"115",64910685,64912912,-57
"116",64910694,64911992,20
"117",64910793,64912031,31
"118",64910792,64912031,1
"119",64910805,64912031,-16
"120",64910806,64912031,158
"121",64910821,64912031,4
"122",64910686,64911984,34
"123",64910813,64910713,7
"124",64910797,64910713,-62
"125",64910697,64909670,3
"126",64910697,64910717,56
"127",64910698,64909668,-1
"128",64910686,64909669,13
"129",64910696,64910710,0
"130",64910686,64911996,74
"131",64910686,64912003,39
"132",64910686,64912009,117
"133",64910686,64912763,1
"134",64910686,64912775,103
"135",64910685,64912775,77
"136",64910685,64912763,104
"137",64910686,64912766,97
"138",64910685,64912766,1
"139",64910686,64912769,-1
"140",64910685,64912769,224
"141",64910686,64912772,5
"142",64910685,64912772,18
"143",64910686,64912777,14
"144",64910686,64912017,14
"145",80128538,80124042,1
"146",80128535,80123438,46
"147",80128531,80122623,1
"148",80128535,80121109,3
"149",80128535,80121110,7
"150",80128532,80119114,0
"151",80128539,80119114,5
"152",80128508,80119114,25
"153",80128528,80128500,-91
"154",80128545,80121517,224
"155",80128532,80128496,34
"156",80128539,80128496,-9
"157",80128532,80128535,11
"158",80128536,80128521,0
"159",80128532,80124044,49
"160",80128542,80128538,-10
"161",80128535,80129478,115
"162",80128522,80122640,0
"163",80128540,80123680,1
"164",80128543,80123835,132
"165",80128547,80129497,-3
"166",80128547,80128544,1
"167",80128546,80128543,66
"168",80128546,80128545,-11
"169",80128547,80128546,0
"170",80128549,80128546,1
"171",80128548,80129495,133
"172",80128537,80124038,35
"173",80128536,80124043,56
"174",80128543,80129475,-116
"175",80128524,80128520,-48
"176",80128541,80128539,29
"177",80128538,80128519,237
"178",80128508,80128507,-1
"179",80128545,80128531,24
"180",80128545,80128529,21
"181",80128544,80128537,47
"182",80128545,80128540,10
"183",80128549,80128541,0
"184",80128548,80128542,76
"185",80128547,80128537,245
"186",80128519,80128518,53
"187",80128531,80128517,-28
"188",80128521,80128522,91
"189",80128517,80128516,3
"190",80128516,80128507,-104
"191",80128517,80128508,18
"192",80128519,80128510,131
"193",80128522,80128513,53
"194",80128524,80128515,-7
"195",80129481,80118912,227
"196",80129474,80121374,19
"197",80129486,80121374,1
"198",80129483,80128464,7
"199",80129483,80129430,42
"200",80129479,80128464,161
"201",80129493,80128460,208
"202",80129479,80129483,9
"203",80129474,80128536,30
"204",80129495,80121947,-1
"205",80129481,80121997,7
"206",80129480,80121997,59
"207",80129476,80129474,-1
"208",80129495,80123680,-16
"209",80129491,80123876,9
"210",80129479,80128466,34
"211",80129497,80128467,22
"212",80129497,80129494,71
"213",80129483,80124035,399
"214",80129487,80124041,0
"215",80129472,80124046,0
"216",80129473,80124047,44
"217",80129474,80124048,-36
"218",80129475,80124049,87
"219",80129476,80127981,63
"220",80129483,80129448,-19
"221",80129489,80128471,-21
"222",80129490,80128471,7
"223",80129492,80129487,75
"224",80129476,80129486,7
"225",80129473,80129472,3
"226",80129486,80129475,-39
"227",80129481,80128471,25
"228",80129487,80129478,-46
"229",80129495,80129492,18
"230",80129496,80129493,3
"231",80129497,80129496,-40
"232",80129454,80129447,-27
"233",80129447,80129438,0
"234",80129454,80129445,123
"235",65805322,65805323,2
"236",65805323,65805321,3
"237",65805336,65805339,3
"238",65805339,65805333,-21
"239",65805335,65805338,1
"240",65805338,65805332,-67
"241",65805347,65805349,48
"242",65805349,65805345,-44
"243",65805348,65805350,-1
