"","Source","Target","FreeFloat"
"1",64910733,64910735,-380
"2",64910685,64910777,1
"3",64910685,64910797,91
"4",64910685,64913024,42
"5",64910685,64911921,3
"6",64910686,64913024,117
"7",64910727,64913025,1
"8",64910797,64911988,-42
"9",64910772,64913024,0
"10",64910685,64911923,59
"11",64910684,64910685,11
"12",64910685,64910686,190
"13",64910795,64911988,-1
"14",64910809,64911988,-2
"15",64910686,64912347,91
"16",64910686,64912025,14
"17",64910686,64911972,431
"18",64910685,64911977,-139
"19",64910685,64911979,-20
"20",64910686,64911978,19
"21",64910686,64911980,13
"22",64910772,64912637,1
"23",64910685,64910810,1
"24",64910685,64911868,3
"25",64910727,64910741,8
"26",64910777,64910781,85
"27",64910797,64910807,-6
"28",64910813,64910822,65
"29",64910694,64911924,0
"30",64910685,64910795,3
"31",64910685,64910809,243
"32",64910685,64910808,-91
"33",64910685,64910823,-106
"34",64910808,64910823,15
"35",64910694,64910810,28
"36",64910793,64910806,53
"37",64910806,64910821,0
"38",64910686,64912523,1
"39",64910685,64912523,4
"40",64910685,64912521,56
"41",64910686,64912521,10
"42",64910686,64912354,274
"43",64910685,64912354,139
"44",64910685,64912420,0
"45",64910684,64910694,83
"46",64910684,64912751,65
"47",64910684,64912752,0
"48",64910684,64912753,245
"49",64910684,64912754,1
"50",64910684,64912755,38
"51",64910684,64912756,27
"52",64910684,64912757,68
"53",64910684,64912758,3
"54",64910684,64912759,-7
"55",64910684,64912760,56
"56",64910684,64912761,196
"57",64910684,64912762,234
"58",64910684,64912722,162
"59",64910684,64912724,0
"60",64910684,64912734,27
"61",64910684,64912723,26
"62",64910684,64912725,-1
"63",64910684,64912740,7
"64",64910684,64912735,0
"65",64910684,64912744,1
"66",64910684,64912736,34
"67",64910684,64912742,4
"68",64910684,64912743,55
"69",64910684,64912738,87
"70",64910684,64912728,381
"71",64910684,64912745,13
"72",64910684,64912746,311
"73",64910684,64912747,-1
"74",64910684,64912739,53
"75",64910684,64912741,224
"76",64910684,64912750,-4
"77",64910684,64912749,-7
"78",64910684,64912748,17
"79",64910684,64912737,330
"80",64910685,64910793,145
"81",64910685,64910806,339
"82",64910685,64910821,191
"83",64910685,64910792,31
"84",64910685,64910805,-3
"85",64910685,64910794,177
"86",64910685,64910783,1
"87",64910685,64912418,-104
"88",64910685,64911917,154
"89",64910694,64911990,164
"90",64910685,64911992,199
"91",64910823,64911868,195
"92",64910684,64912917,46
"93",64910684,64912897,24
"94",64910684,64912885,137
"95",64910684,64912869,3
"96",64910684,64912873,3
"97",64910684,64912861,-1
"98",64910684,64912889,-77
"99",64910684,64912881,66
"100",64910684,64912893,0
"101",64910684,64912909,-380
"102",64910684,64912913,78
"103",64910684,64912905,200
"104",64910684,64912921,3
"105",64910684,64912933,1
"106",64910684,64912929,-106
"107",64910684,64912877,31
"108",64910751,64910752,1
"109",64910694,64910751,272
"110",64910694,64911881,0
"111",64910694,64911856,103
"112",64910684,64910696,287
"113",64910696,64910685,319
"114",64910685,64912932,131
"115",64910685,64912912,130
"116",64910694,64911992,3
"117",64910793,64912031,375
"118",64910792,64912031,172
"119",64910805,64912031,44
"120",64910806,64912031,-568
"121",64910821,64912031,0
"122",64910686,64911984,30
"123",64910813,64910713,0
"124",64910797,64910713,1
"125",64910697,64909670,55
"126",64910697,64910717,-74
"127",64910698,64909668,50
"128",64910686,64909669,-63
"129",64910696,64910710,0
"130",64910686,64911996,234
"131",64910686,64912003,39
"132",64910686,64912009,63
"133",64910686,64912763,132
"134",64910686,64912775,7
"135",64910685,64912775,4
"136",64910685,64912763,-6
"137",64910686,64912766,3
"138",64910685,64912766,46
"139",64910686,64912769,14
"140",64910685,64912769,28
"141",64910686,64912772,0
"142",64910685,64912772,52
"143",64910686,64912777,1
"144",64910686,64912017,45
"145",80128538,80124042,75
"146",80128535,80123438,188
"147",80128531,80122623,0
"148",80128535,80121109,0
"149",80128535,80121110,187
"150",80128532,80119114,14
"151",80128539,80119114,3
"152",80128508,80119114,24
"153",80128528,80128500,234
"154",80128545,80121517,-1
"155",80128532,80128496,1
"156",80128539,80128496,93
"157",80128532,80128535,0
"158",80128536,80128521,-27
"159",80128532,80124044,3
"160",80128542,80128538,-147
"161",80128535,80129478,-4
"162",80128522,80122640,-18
"163",80128540,80123680,-595
"164",80128543,80123835,-1
"165",80128547,80129497,3
"166",80128547,80128544,92
"167",80128546,80128543,0
"168",80128546,80128545,-2
"169",80128547,80128546,80
"170",80128549,80128546,0
"171",80128548,80129495,63
"172",80128537,80124038,1
"173",80128536,80124043,131
"174",80128543,80129475,-2
"175",80128524,80128520,28
"176",80128541,80128539,164
"177",80128538,80128519,77
"178",80128508,80128507,253
"179",80128545,80128531,-2
"180",80128545,80128529,-18
"181",80128544,80128537,82
"182",80128545,80128540,73
"183",80128549,80128541,41
"184",80128548,80128542,115
"185",80128547,80128537,-21
"186",80128519,80128518,15
"187",80128531,80128517,0
"188",80128521,80128522,230
"189",80128517,80128516,1
"190",80128516,80128507,-2
"191",80128517,80128508,154
"192",80128519,80128510,57
"193",80128522,80128513,609
"194",80128524,80128515,71
"195",80129481,80118912,54
"196",80129474,80121374,24
"197",80129486,80121374,8
"198",80129483,80128464,25
"199",80129483,80129430,-11
"200",80129479,80128464,-28
"201",80129493,80128460,-3
"202",80129479,80129483,54
"203",80129474,80128536,0
"204",80129495,80121947,-29
"205",80129481,80121997,11
"206",80129480,80121997,6
"207",80129476,80129474,28
"208",80129495,80123680,139
"209",80129491,80123876,42
"210",80129479,80128466,-13
"211",80129497,80128467,25
"212",80129497,80129494,1
"213",80129483,80124035,-74
"214",80129487,80124041,-340
"215",80129472,80124046,89
"216",80129473,80124047,0
"217",80129474,80124048,1
"218",80129475,80124049,102
"219",80129476,80127981,1
"220",80129483,80129448,17
"221",80129489,80128471,0
"222",80129490,80128471,-2
"223",80129492,80129487,119
"224",80129476,80129486,3
"225",80129473,80129472,178
"226",80129486,80129475,6
"227",80129481,80128471,-11
"228",80129487,80129478,3
"229",80129495,80129492,1
"230",80129496,80129493,-74
"231",80129497,80129496,3
"232",80129454,80129447,-1
"233",80129447,80129438,-8
"234",80129454,80129445,71
"235",65805322,65805323,8
"236",65805323,65805321,0
"237",65805336,65805339,91
"238",65805339,65805333,17
"239",65805335,65805338,-1
"240",65805338,65805332,0
"241",65805347,65805349,5
"242",65805349,65805345,26
"243",65805348,65805350,194
"244",65805350,65805346,0
"245",80129509,80121996,93
"246",80129509,80124045,-49
"247",80129509,80119118,-9
"248",80129507,80121318,135
"249",80129507,80121404,0
"250",80129508,80121395,-49
"251",80129507,80121395,7
"252",80129508,80121398,24
"253",80129507,80121398,1
"254",80129508,80121401,301
"255",80129507,80121401,-106
"256",80129508,80121408,0
"257",80129508,80121406,0
"258",80129507,80121406,126
"259",80129507,80121408,-1
"260",80129507,80121417,45
"261",80129507,80121425,1
"262",80129507,80121431,336
"263",80129507,80122043,1
"264",80129507,80122282,105
"265",80129507,80122345,3
"266",80129507,80122346,14
"267",80129508,80122531,6
"268",80129508,80122525,119
"269",80129509,80122475,-91
