"","Source","Target","FreeFloat"
"1",64910733,64910735,14
"2",64910685,64910777,70
"3",64910685,64910797,7
"4",64910685,64913024,1
"5",64910685,64911921,1
"6",64910686,64913024,221
"7",64910727,64913025,2
"8",64910797,64911988,201
"9",64910772,64913024,0
"10",64910685,64911923,3
"11",64910684,64910685,184
"12",64910685,64910686,32
"13",64910795,64911988,-36
"14",64910809,64911988,50
"15",64910686,64912347,54
"16",64910686,64912025,-120
"17",64910686,64911972,22
"18",64910685,64911977,37
"19",64910685,64911979,172
"20",64910686,64911978,-1
"21",64910686,64911980,118
"22",64910772,64912637,229
"23",64910685,64910810,69
"24",64910685,64911868,28
"25",64910727,64910741,-62
"26",64910777,64910781,104
"27",64910797,64910807,392
"28",64910813,64910822,-7
"29",64910694,64911924,24
"30",64910685,64910795,0
"31",64910685,64910809,-6
"32",64910685,64910808,1
"33",64910685,64910823,0
"34",64910808,64910823,1
"35",64910694,64910810,3
"36",64910793,64910806,45
"37",64910806,64910821,118
"38",64910686,64912523,385
"39",64910685,64912523,8
"40",64910685,64912521,-105
"41",64910686,64912521,1
"42",64910686,64912354,-15
"43",64910685,64912354,1
"44",64910685,64912420,182
"45",64910684,64910694,60
"46",64910684,64912751,20
"47",64910684,64912752,0
"48",64910684,64912753,-1
"49",64910684,64912754,-24
"50",64910684,64912755,35
"51",64910684,64912756,30
"52",64910684,64912757,1
"53",64910684,64912758,95
"54",64910684,64912759,-2
"55",64910684,64912760,1
"56",64910684,64912761,-24
"57",64910684,64912762,11
"58",64910684,64912722,108
"59",64910684,64912724,458
"60",64910684,64912734,-23
"61",64910684,64912723,9
"62",64910684,64912725,79
"63",64910684,64912740,0
"64",64910684,64912735,139
"65",64910684,64912744,1
"66",64910684,64912736,-42
"67",64910684,64912742,11
"68",64910684,64912743,-46
"69",64910684,64912738,1
"70",64910684,64912728,161
"71",64910684,64912745,26
"72",64910684,64912746,3
"73",64910684,64912747,0
"74",64910684,64912739,52
"75",64910684,64912741,1
"76",64910684,64912750,42
"77",64910684,64912749,-139
"78",64910684,64912748,1
"79",64910684,64912737,49
"80",64910685,64910793,3
"81",64910685,64910806,1
"82",64910685,64910821,119
"83",64910685,64910792,0
"84",64910685,64910805,67
"85",64910685,64910794,17
"86",64910685,64910783,-132
"87",64910685,64912418,1
"88",64910685,64911917,53
"89",64910694,64911990,339
"90",64910685,64911992,-7
"91",64910823,64911868,0
"92",64910684,64912917,8
"93",64910684,64912897,44
"94",64910684,64912885,-4
"95",64910684,64912869,21
"96",64910684,64912873,2
"97",64910684,64912861,-28
"98",64910684,64912889,-118
"99",64910684,64912881,-53
"100",64910684,64912893,4
"101",64910684,64912909,32
"102",64910684,64912913,-20
"103",64910684,64912905,119
"104",64910684,64912921,0
"105",64910684,64912933,87
"106",64910684,64912929,47
"107",64910684,64912877,3
"108",64910751,64910752,1
"109",64910694,64910751,25
"110",64910694,64911881,-1
"111",64910694,64911856,97
"112",64910684,64910696,17
"113",64910696,64910685,10
"114",64910685,64912932,126
"115",64910685,64912912,0
"116",64910694,64911992,80
"117",64910793,64912031,-1
"118",64910792,64912031,-13
"119",64910805,64912031,1
"120",64910806,64912031,12
"121",64910821,64912031,0
"122",64910686,64911984,0
"123",64910813,64910713,1
"124",64910797,64910713,-209
"125",64910697,64909670,-74
"126",64910697,64910717,-57
"127",64910698,64909668,52
"128",64910686,64909669,24
"129",64910696,64910710,-39
"130",64910686,64911996,3
"131",64910686,64912003,0
"132",64910686,64912009,1
"133",64910686,64912763,171
"134",64910686,64912775,-21
"135",64910685,64912775,19
"136",64910685,64912763,-36
"137",64910686,64912766,-36
"138",64910685,64912766,423
"139",64910686,64912769,111
"140",64910685,64912769,1
"141",64910686,64912772,-1
"142",64910685,64912772,7
"143",64910686,64912777,167
"144",64910686,64912017,1
"145",80128538,80124042,-67
"146",80128535,80123438,27
"147",80128531,80122623,3
"148",80128535,80121109,-14
"149",80128535,80121110,4
"150",80128532,80119114,-1
"151",80128539,80119114,202
"152",80128508,80119114,63
"153",80128528,80128500,4
"154",80128545,80121517,82
"155",80128532,80128496,-14
"156",80128539,80128496,-4
"157",80128532,80128535,3
"158",80128536,80128521,-74
"159",80128532,80124044,115
"160",80128542,80128538,59
"161",80128535,80129478,329
"162",80128522,80122640,233
"163",80128540,80123680,-2
"164",80128543,80123835,49
"165",80128547,80129497,69
"166",80128547,80128544,1
"167",80128546,80128543,28
"168",80128546,80128545,83
"169",80128547,80128546,-7
"170",80128549,80128546,-63
"171",80128548,80129495,74
"172",80128537,80124038,29
"173",80128536,80124043,-4
"174",80128543,80129475,227
"175",80128524,80128520,-74
"176",80128541,80128539,143
"177",80128538,80128519,1
"178",80128508,80128507,140
"179",80128545,80128531,213
"180",80128545,80128529,28
"181",80128544,80128537,18
"182",80128545,80128540,8
"183",80128549,80128541,0
"184",80128548,80128542,-7
"185",80128547,80128537,81
"186",80128519,80128518,5
"187",80128531,80128517,-154
"188",80128521,80128522,73
"189",80128517,80128516,224
"190",80128516,80128507,0
"191",80128517,80128508,99
"192",80128519,80128510,0
"193",80128522,80128513,-139
"194",80128524,80128515,-1
"195",80129481,80118912,1
"196",80129474,80121374,57
"197",80129486,80121374,290
"198",80129483,80128464,0
"199",80129483,80129430,-12
"200",80129479,80128464,-1240
"201",80129493,80128460,-13
"202",80129479,80129483,1
"203",80129474,80128536,0
"204",80129495,80121947,94
"205",80129481,80121997,172
"206",80129480,80121997,1
"207",80129476,80129474,472
"208",80129495,80123680,3
"209",80129491,80123876,-30
"210",80129479,80128466,69
"211",80129497,80128467,1
"212",80129497,80129494,17
"213",80129483,80124035,-151
"214",80129487,80124041,6
"215",80129472,80124046,27
"216",80129473,80124047,115
"217",80129474,80124048,-21
"218",80129475,80124049,105
"219",80129476,80127981,0
"220",80129483,80129448,518
"221",80129489,80128471,-2
"222",80129490,80128471,7
"223",80129492,80129487,5
"224",80129476,80129486,-3
"225",80129473,80129472,1
"226",80129486,80129475,18
"227",80129481,80128471,63
"228",80129487,80129478,-13
"229",80129495,80129492,-91
"230",80129496,80129493,424
"231",80129497,80129496,31
"232",80129454,80129447,-31
"233",80129447,80129438,-4
"234",80129454,80129445,38
"235",65805322,65805323,290
"236",65805323,65805321,62
"237",65805336,65805339,135
"238",65805339,65805333,1
"239",65805335,65805338,-18
"240",65805338,65805332,259
"241",65805347,65805349,203
"242",65805349,65805345,208
"243",65805348,65805350,406
"244",65805350,65805346,-32
"245",80129509,80121996,0
"246",80129509,80124045,0
"247",80129509,80119118,-126
"248",80129507,80121318,224
"249",80129507,80121404,-2
"250",80129508,80121395,1
"251",80129507,80121395,0
"252",80129508,80121398,171
"253",80129507,80121398,-1
"254",80129508,80121401,59
"255",80129507,80121401,0
"256",80129508,80121408,-53
"257",80129508,80121406,89
